id,object,measure,type
czerny843,<music21.dynamics.Dynamic p>,0,DynamicPoint
czerny795,<music21.spanner.Slur <music21.note.Note D><music21.note.Note A>>,1,Slur
czerny796,<music21.spanner.Slur <music21.note.Note D><music21.note.Note A>>,2,Slur
czerny797,<music21.spanner.Slur <music21.note.Note G><music21.note.Note D>>,3,Slur
czerny798,<music21.spanner.Slur <music21.note.Note C><music21.note.Note B->>,5,Slur
czerny868,<music21.expressions.TextExpression 'cresc.'>,8,TextExpression
czerny799,<music21.spanner.Slur <music21.note.Note E><music21.note.Note B->>,9,Slur
czerny800,<music21.spanner.Slur <music21.note.Note A><music21.note.Note D>>,10,Slur
czerny844,<music21.dynamics.Dynamic f>,11,DynamicPoint
czerny845,<music21.dynamics.Dynamic fz>,12,DynamicPoint
czerny846,<music21.dynamics.Dynamic sf>,13,DynamicPoint
czerny801,<music21.spanner.Slur <music21.note.Note C><music21.note.Note E>>,14,Slur
czerny847,<music21.dynamics.Dynamic sf>,14,DynamicPoint
czerny869,<music21.expressions.TextExpression 'dim.'>,14,TextExpression
czerny222,<music21.note.Note C>,16,GeneralNote
czerny223,<music21.note.Note F>,16,GeneralNote
czerny224,<music21.note.Note F>,16,GeneralNote
czerny225,<music21.note.Note C>,16,GeneralNote
czerny226,<music21.note.Note G>,16,GeneralNote
czerny227,<music21.note.Note C>,16,GeneralNote
czerny802,<music21.spanner.Slur <music21.note.Note F><music21.note.Note C>>,16,Slur
czerny803,<music21.spanner.Slur <music21.note.Note F><music21.note.Note C>>,16,Slur
czerny848,<music21.dynamics.Dynamic p>,16,DynamicPoint
czerny228,<music21.note.Note A>,17,GeneralNote
czerny229,<music21.note.Note F>,17,GeneralNote
czerny230,<music21.note.Note F>,17,GeneralNote
czerny231,<music21.note.Note C>,17,GeneralNote
czerny232,<music21.note.Note F>,17,GeneralNote
czerny233,<music21.note.Note A>,17,GeneralNote
czerny234,<music21.note.Note F>,17,GeneralNote
czerny235,<music21.note.Note C>,17,GeneralNote
czerny236,<music21.note.Note G>,17,GeneralNote
czerny237,<music21.note.Note C>,17,GeneralNote
czerny238,<music21.note.Rest eighth>,17,GeneralNote
czerny239,<music21.note.Rest eighth>,17,GeneralNote
czerny804,<music21.spanner.Slur <music21.note.Note F><music21.note.Note C>>,17,Slur
czerny870,<music21.expressions.TextExpression 'cresc.'>,17,TextExpression
czerny240,<music21.note.Note A>,18,GeneralNote
czerny241,<music21.note.Note F>,18,GeneralNote
czerny242,<music21.note.Note F>,18,GeneralNote
czerny243,<music21.note.Note C>,18,GeneralNote
czerny244,<music21.note.Note F>,18,GeneralNote
czerny245,<music21.note.Note A>,18,GeneralNote
czerny246,<music21.note.Note F>,18,GeneralNote
czerny247,<music21.note.Note C>,18,GeneralNote
czerny248,<music21.note.Note G>,18,GeneralNote
czerny249,<music21.note.Note C>,18,GeneralNote
czerny250,<music21.note.Note E>,18,GeneralNote
czerny251,<music21.note.Rest eighth>,18,GeneralNote
czerny805,<music21.spanner.Slur <music21.note.Note F><music21.note.Note C>>,18,Slur
czerny849,<music21.dynamics.Dynamic f>,18,DynamicPoint
czerny252,<music21.note.Note F>,19,GeneralNote
czerny253,<music21.note.Note F>,19,GeneralNote
czerny254,<music21.note.Note A>,19,GeneralNote
czerny255,<music21.note.Rest quarter>,19,GeneralNote
czerny256,<music21.note.Note G>,19,GeneralNote
czerny257,<music21.note.Note B->,19,GeneralNote
czerny258,<music21.note.Note A>,19,GeneralNote
czerny259,<music21.note.Note C>,19,GeneralNote
czerny260,<music21.note.Rest eighth>,19,GeneralNote
czerny261,<music21.note.Note A>,19,GeneralNote
czerny262,<music21.chord.Chord D4 F4>,19,GeneralNote
czerny263,<music21.note.Note C>,19,GeneralNote
czerny264,<music21.note.Note B->,19,GeneralNote
czerny265,<music21.note.Note G>,19,GeneralNote
czerny266,<music21.note.Note B->,19,GeneralNote
czerny267,<music21.note.Note F>,19,GeneralNote
czerny268,<music21.note.Note A>,19,GeneralNote
czerny806,<music21.spanner.Slur <music21.note.Note A><music21.note.Note A>>,19,Slur
czerny269,<music21.note.Note G>,20,GeneralNote
czerny270,<music21.note.Note C>,20,GeneralNote
czerny271,<music21.note.Note C>,20,GeneralNote
czerny272,<music21.note.Note F>,20,GeneralNote
czerny273,<music21.note.Note E>,20,GeneralNote
czerny274,<music21.note.Note D>,20,GeneralNote
czerny275,<music21.note.Note C>,20,GeneralNote
czerny276,<music21.note.Note B->,20,GeneralNote
czerny277,<music21.note.Note A>,20,GeneralNote
czerny278,<music21.note.Rest quarter>,20,GeneralNote
czerny279,<music21.note.Rest quarter>,20,GeneralNote
czerny280,<music21.note.Rest quarter>,20,GeneralNote
czerny281,<music21.note.Note G>,20,GeneralNote
czerny282,<music21.note.Note F>,20,GeneralNote
czerny283,<music21.note.Note E>,20,GeneralNote
czerny284,<music21.note.Note D>,20,GeneralNote
czerny285,<music21.note.Rest eighth>,20,GeneralNote
czerny286,<music21.note.Rest eighth>,20,GeneralNote
czerny287,<music21.note.Rest eighth>,20,GeneralNote
czerny288,<music21.note.Note C>,20,GeneralNote
czerny289,<music21.note.Note A>,21,GeneralNote
czerny290,<music21.note.Note F>,21,GeneralNote
czerny291,<music21.note.Note F>,21,GeneralNote
czerny292,<music21.note.Note C>,21,GeneralNote
czerny293,<music21.note.Note F>,21,GeneralNote
czerny294,<music21.note.Note A>,21,GeneralNote
czerny295,<music21.note.Note F>,21,GeneralNote
czerny296,<music21.note.Note C>,21,GeneralNote
czerny297,<music21.note.Note G>,21,GeneralNote
czerny298,<music21.note.Rest eighth>,21,GeneralNote
czerny299,<music21.note.Rest eighth>,21,GeneralNote
czerny300,<music21.note.Note C>,21,GeneralNote
czerny301,<music21.note.Rest eighth>,21,GeneralNote
czerny302,<music21.note.Rest eighth>,21,GeneralNote
czerny871,<music21.expressions.TextExpression 'cresc.'>,21,TextExpression
czerny303,<music21.note.Note A>,22,GeneralNote
czerny304,<music21.note.Note F>,22,GeneralNote
czerny305,<music21.note.Note F>,22,GeneralNote
czerny306,<music21.note.Note C>,22,GeneralNote
czerny307,<music21.note.Note F>,22,GeneralNote
czerny308,<music21.note.Note A>,22,GeneralNote
czerny309,<music21.note.Note F>,22,GeneralNote
czerny310,<music21.note.Note C>,22,GeneralNote
czerny311,<music21.note.Note G>,22,GeneralNote
czerny312,<music21.note.Rest eighth>,22,GeneralNote
czerny313,<music21.note.Rest eighth>,22,GeneralNote
czerny314,<music21.note.Note C>,22,GeneralNote
czerny315,<music21.note.Rest eighth>,22,GeneralNote
czerny316,<music21.note.Rest eighth>,22,GeneralNote
czerny850,<music21.dynamics.Dynamic f>,22,DynamicPoint
czerny317,<music21.note.Note A>,23,GeneralNote
czerny318,<music21.note.Note F>,23,GeneralNote
czerny319,<music21.note.Note F>,23,GeneralNote
czerny320,<music21.note.Note G>,23,GeneralNote
czerny321,<music21.note.Note F>,23,GeneralNote
czerny322,<music21.note.Note D>,23,GeneralNote
czerny323,<music21.note.Note B->,23,GeneralNote
czerny324,<music21.note.Note A>,23,GeneralNote
czerny325,<music21.note.Note F>,23,GeneralNote
czerny326,<music21.note.Note C>,23,GeneralNote
czerny327,<music21.note.Note B->,23,GeneralNote
czerny328,<music21.note.Note G>,23,GeneralNote
czerny329,<music21.note.Note G>,23,GeneralNote
czerny330,<music21.note.Note E>,23,GeneralNote
czerny331,<music21.note.Note C>,23,GeneralNote
czerny807,<music21.spanner.Slur <music21.note.Note A><music21.note.Note G>>,23,Slur
czerny851,<music21.dynamics.Dynamic p>,23,DynamicPoint
czerny332,<music21.note.Note F>,24,GeneralNote
czerny333,<music21.note.Note F>,24,GeneralNote
czerny334,<music21.note.Note G>,24,GeneralNote
czerny335,<music21.note.Note A>,24,GeneralNote
czerny336,<music21.note.Note B->,24,GeneralNote
czerny337,<music21.note.Note C>,24,GeneralNote
czerny338,<music21.note.Note D>,24,GeneralNote
czerny339,<music21.note.Note E>,24,GeneralNote
czerny340,<music21.note.Note F>,24,GeneralNote
czerny341,<music21.note.Note G>,24,GeneralNote
czerny342,<music21.note.Note A>,24,GeneralNote
czerny343,<music21.note.Note F>,24,GeneralNote
czerny344,<music21.note.Note C>,24,GeneralNote
czerny345,<music21.note.Note C>,24,GeneralNote
czerny808,<music21.spanner.Slur <music21.note.Note F><music21.note.Note G>>,24,Slur
czerny809,<music21.spanner.Slur <music21.note.Note A><music21.note.Note C>>,24,Slur
czerny346,<music21.note.Note A>,25,GeneralNote
czerny347,<music21.chord.Chord F2 F3>,25,GeneralNote
czerny348,<music21.note.Note C>,25,GeneralNote
czerny349,<music21.note.Note C>,25,GeneralNote
czerny350,<music21.note.Note A>,25,GeneralNote
czerny351,<music21.chord.Chord F2 F3>,25,GeneralNote
czerny352,<music21.note.Note C>,25,GeneralNote
czerny353,<music21.note.Note C>,25,GeneralNote
czerny872,<music21.expressions.TextExpression 'rall.'>,25,TextExpression
czerny354,<music21.note.Note A>,26,GeneralNote
czerny355,<music21.note.Note F>,26,GeneralNote
czerny356,<music21.chord.Chord F2 F3>,26,GeneralNote
czerny357,<music21.note.Note A>,26,GeneralNote
czerny358,<music21.note.Note F>,26,GeneralNote
czerny359,<music21.chord.Chord F2 F3>,26,GeneralNote
czerny360,<music21.note.Note C>,26,GeneralNote
czerny852,<music21.dynamics.Dynamic p>,26,DynamicPoint
czerny362,<music21.note.Note F>,27,GeneralNote
czerny363,<music21.note.Note C>,27,GeneralNote
czerny364,<music21.chord.Chord F3 A3>,27,GeneralNote
czerny365,<music21.note.Note G>,27,GeneralNote
czerny366,<music21.note.Note A>,27,GeneralNote
czerny367,<music21.note.Note G>,27,GeneralNote
czerny368,<music21.note.Note C>,27,GeneralNote
czerny369,<music21.chord.Chord E3 G3>,27,GeneralNote
czerny370,<music21.note.Note A>,27,GeneralNote
czerny371,<music21.note.Note B->,27,GeneralNote
czerny372,<music21.note.Note A>,28,GeneralNote
czerny373,<music21.note.Note C>,28,GeneralNote
czerny374,<music21.chord.Chord F3 A3>,28,GeneralNote
czerny375,<music21.note.Note B->,28,GeneralNote
czerny376,<music21.note.Note C>,28,GeneralNote
czerny377,<music21.note.Note C>,28,GeneralNote
czerny378,<music21.note.Note C>,28,GeneralNote
czerny379,<music21.chord.Chord E-3 G3>,28,GeneralNote
czerny380,<music21.note.Note D>,28,GeneralNote
czerny381,<music21.note.Note E->,28,GeneralNote
czerny810,<music21.spanner.Slur <music21.note.Note A><music21.note.Note E->>,28,Slur
czerny873,<music21.expressions.TextExpression 'cresc.'>,28,TextExpression
czerny382,<music21.note.Note G>,29,GeneralNote
czerny383,<music21.note.Note D>,29,GeneralNote
czerny384,<music21.chord.Chord D3 A3>,29,GeneralNote
czerny385,<music21.note.Note F#>,29,GeneralNote
czerny386,<music21.note.Note G>,29,GeneralNote
czerny387,<music21.note.Note A>,29,GeneralNote
czerny388,<music21.note.Note D>,29,GeneralNote
czerny389,<music21.chord.Chord F#3 A3>,29,GeneralNote
czerny390,<music21.note.Note B->,29,GeneralNote
