id,object,measure,type
dunhill1,<music21.note.Note A>,0,GeneralNote
dunhill2,<music21.articulations.Fingering 1>,0,Fingering
dunhill3,<music21.articulations.Staccato>,0,Articulation
dunhill4,<music21.note.Rest eighth>,0,GeneralNote
dunhill1232,<music21.dynamics.Dynamic p>,0,DynamicPoint
dunhill1259,<music21.expressions.TextExpression 'Allegro'>,0,TextExpression
dunhill1268,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,0,TempoIndication
dunhill1269,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,0,MetronomeMark
dunhill5,<music21.note.Note D>,1,GeneralNote
dunhill6,<music21.articulations.Fingering 2>,1,Fingering
dunhill7,<music21.chord.Chord D4 F4>,1,GeneralNote
dunhill8,<music21.articulations.Fingering 3>,1,Fingering
dunhill9,<music21.articulations.Fingering 1>,1,Fingering
dunhill10,<music21.note.Note E>,1,GeneralNote
dunhill11,<music21.note.Note F>,1,GeneralNote
dunhill12,<music21.note.Note E>,1,GeneralNote
dunhill13,<music21.chord.Chord C#4 E4>,1,GeneralNote
dunhill14,<music21.articulations.Fingering 4>,1,Fingering
dunhill15,<music21.articulations.Fingering 2>,1,Fingering
dunhill16,<music21.note.Note A>,1,GeneralNote
dunhill17,<music21.note.Note A>,1,GeneralNote
dunhill1142,<music21.spanner.Slur <music21.note.Note D><music21.note.Note A>>,1,Slur
dunhill18,<music21.note.Note F>,2,GeneralNote
dunhill19,<music21.articulations.Fingering 2>,2,Fingering
dunhill20,<music21.note.Note D>,2,GeneralNote
dunhill21,<music21.articulations.Fingering 3>,2,Fingering
dunhill22,<music21.note.Note F>,2,GeneralNote
dunhill23,<music21.articulations.Fingering 2>,2,Fingering
dunhill24,<music21.note.Note A>,2,GeneralNote
dunhill25,<music21.articulations.Fingering 1>,2,Fingering
dunhill26,<music21.note.Note F>,2,GeneralNote
dunhill27,<music21.note.Note C>,2,GeneralNote
dunhill28,<music21.articulations.Fingering 4>,2,Fingering
dunhill29,<music21.note.Note F>,2,GeneralNote
dunhill30,<music21.note.Note A>,2,GeneralNote
dunhill31,<music21.articulations.Fingering 3>,2,Fingering
dunhill32,<music21.articulations.Staccato>,2,Articulation
dunhill33,<music21.note.Note A>,2,GeneralNote
dunhill1143,<music21.spanner.Slur <music21.note.Note F><music21.note.Note F>>,2,Slur
dunhill1144,<music21.spanner.Slur <music21.note.Note D><music21.chord.Chord B-3 D4>>,2,Slur
dunhill34,<music21.note.Note G>,3,GeneralNote
dunhill35,<music21.articulations.Fingering 2>,3,Fingering
dunhill36,<music21.chord.Chord B-3 D4>,3,GeneralNote
dunhill37,<music21.articulations.Fingering 5>,3,Fingering
dunhill38,<music21.articulations.Fingering 3>,3,Fingering
dunhill39,<music21.note.Note B->,3,GeneralNote
dunhill40,<music21.articulations.Fingering 4>,3,Fingering
dunhill41,<music21.note.Note A>,3,GeneralNote
dunhill42,<music21.note.Note G>,3,GeneralNote
dunhill43,<music21.note.Note F>,3,GeneralNote
dunhill44,<music21.note.Note E>,3,GeneralNote
dunhill45,<music21.articulations.Fingering 2>,3,Fingering
dunhill46,<music21.chord.Chord G3 D4 E4>,3,GeneralNote
dunhill47,<music21.note.Note G>,3,GeneralNote
dunhill48,<music21.articulations.Fingering 4>,3,Fingering
dunhill49,<music21.note.Note F>,3,GeneralNote
dunhill50,<music21.note.Note E>,3,GeneralNote
dunhill51,<music21.note.Note D>,3,GeneralNote
dunhill1145,<music21.spanner.Slur <music21.note.Note G><music21.note.Note D>>,3,Slur
dunhill52,<music21.note.Note D>,4,GeneralNote
dunhill53,<music21.articulations.Fingering 3>,4,Fingering
dunhill54,<music21.note.Note A>,4,GeneralNote
dunhill55,<music21.articulations.Fingering 5>,4,Fingering
dunhill56,<music21.note.Note C#>,4,GeneralNote
dunhill57,<music21.articulations.Fingering 3>,4,Fingering
dunhill58,<music21.note.Note C#>,4,GeneralNote
dunhill59,<music21.note.Note E>,4,GeneralNote
dunhill60,<music21.note.Note C#>,4,GeneralNote
dunhill61,<music21.note.Note A>,4,GeneralNote
