id,object,measure,type
wouters1,<music21.note.Rest eighth>,0,GeneralNote
wouters2,<music21.note.Note A>,0,GeneralNote
wouters3,<music21.articulations.Fingering 1>,0,Fingering
wouters4,<music21.note.Rest eighth>,0,GeneralNote
wouters1277,<music21.spanner.Slur <music21.note.Note A><music21.note.Note E>>,0,Slur
wouters1373,<music21.dynamics.Dynamic p>,0,DynamicPoint
wouters1437,<music21.expressions.TextExpression 'Grazioso'>,0,TextExpression
wouters1447,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,0,TempoIndication
wouters1448,<music21.tempo.MetronomeMark andante Dotted Quarter=72>,0,TempoIndication
wouters1449,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,0,MetronomeMark
wouters1450,<music21.tempo.MetronomeMark andante Dotted Quarter=72>,0,MetronomeMark
wouters5,<music21.note.Rest dotted-half>,1,GeneralNote
wouters6,<music21.note.Note D>,1,GeneralNote
wouters7,<music21.articulations.Fingering 2>,1,Fingering
wouters8,<music21.chord.Chord D4 F4>,1,GeneralNote
wouters9,<music21.articulations.Fingering 3>,1,Fingering
wouters10,<music21.articulations.Fingering 1>,1,Fingering
wouters11,<music21.note.Rest dotted-half>,1,GeneralNote
wouters12,<music21.note.Note E>,1,GeneralNote
wouters13,<music21.note.Note F>,1,GeneralNote
wouters14,<music21.note.Note E>,1,GeneralNote
wouters15,<music21.articulations.Fingering 2>,1,Fingering
wouters16,<music21.chord.Chord C#4 E4>,1,GeneralNote
wouters17,<music21.note.Note A>,1,GeneralNote
wouters18,<music21.note.Note A>,1,GeneralNote
wouters1278,<music21.spanner.Slur <music21.chord.Chord D4 F4><music21.note.Note B->>,1,Slur
wouters19,<music21.note.Note F>,2,GeneralNote
wouters20,<music21.note.Note F>,2,GeneralNote
wouters21,<music21.articulations.Fingering 3>,2,Fingering
wouters22,<music21.note.Note D>,2,GeneralNote
wouters23,<music21.articulations.Fingering 3>,2,Fingering
wouters24,<music21.note.Rest dotted-half>,2,GeneralNote
wouters25,<music21.note.Note G>,2,GeneralNote
wouters26,<music21.articulations.Fingering 4>,2,Fingering
wouters27,<music21.note.Note F>,2,GeneralNote
wouters28,<music21.note.Note G>,2,GeneralNote
wouters29,<music21.articulations.Fingering 4>,2,Fingering
wouters30,<music21.note.Note F>,2,GeneralNote
wouters31,<music21.note.Note F>,2,GeneralNote
wouters32,<music21.note.Note G>,2,GeneralNote
wouters33,<music21.note.Note F>,2,GeneralNote
wouters34,<music21.note.Note G>,2,GeneralNote
wouters35,<music21.articulations.Fingering 4>,2,Fingering
wouters36,<music21.note.Note A>,2,GeneralNote
wouters37,<music21.note.Note F>,2,GeneralNote
wouters38,<music21.note.Note G>,2,GeneralNote
wouters39,<music21.note.Note F>,2,GeneralNote
wouters40,<music21.note.Rest quarter>,2,GeneralNote
wouters41,<music21.note.Note E>,2,GeneralNote
wouters42,<music21.note.Note C>,2,GeneralNote
wouters43,<music21.articulations.Fingering 4>,2,Fingering
wouters44,<music21.note.Note F>,2,GeneralNote
wouters45,<music21.note.Rest eighth>,2,GeneralNote
wouters46,<music21.note.Note A>,2,GeneralNote
wouters47,<music21.articulations.Fingering 3>,2,Fingering
wouters48,<music21.note.Note A>,2,GeneralNote
wouters1279,<music21.spanner.Slur <music21.note.Note A><music21.note.Note G>>,2,Slur
wouters49,<music21.note.Rest dotted-half>,3,GeneralNote
wouters50,<music21.note.Note G>,3,GeneralNote
wouters51,<music21.note.Note D>,3,GeneralNote
wouters52,<music21.articulations.Fingering 3>,3,Fingering
wouters53,<music21.note.Note B->,3,GeneralNote
wouters54,<music21.articulations.Fingering 5>,3,Fingering
wouters55,<music21.note.Note B->,3,GeneralNote
wouters56,<music21.articulations.Fingering 4>,3,Fingering
wouters57,<music21.note.Note A>,3,GeneralNote
wouters58,<music21.note.Note G>,3,GeneralNote
wouters59,<music21.note.Note F>,3,GeneralNote
wouters60,<music21.note.Note E>,3,GeneralNote
wouters61,<music21.chord.Chord D4 E4>,3,GeneralNote
wouters62,<music21.note.Note G>,3,GeneralNote
wouters63,<music21.note.Note G>,3,GeneralNote
wouters64,<music21.articulations.Fingering 4>,3,Fingering
wouters65,<music21.note.Note F>,3,GeneralNote
wouters66,<music21.note.Note E>,3,GeneralNote
wouters67,<music21.note.Note D>,3,GeneralNote
wouters1280,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note E>>,3,Slur
wouters1281,<music21.spanner.Slur <music21.note.Note G><music21.note.Note D>>,3,Slur
wouters1394,<music21.dynamics.Crescendo <music21.note.Note G><music21.note.Note D>>,3,DynamicRegion
wouters68,<music21.note.Rest dotted-half>,4,GeneralNote
wouters69,<music21.note.Note D>,4,GeneralNote
wouters70,<music21.articulations.Fingering 3>,4,Fingering
wouters71,<music21.note.Note A>,4,GeneralNote
wouters72,<music21.note.Rest dotted-eighth>,4,GeneralNote
wouters73,<music21.note.Rest dotted-eighth>,4,GeneralNote
wouters74,<music21.note.Note C#>,4,GeneralNote
wouters75,<music21.note.Note C#>,4,GeneralNote
wouters76,<music21.note.Note E>,4,GeneralNote
wouters77,<music21.note.Note C#>,4,GeneralNote
wouters78,<music21.note.Note A>,4,GeneralNote
wouters79,<music21.note.Note G>,4,GeneralNote
wouters80,<music21.note.Note F>,4,GeneralNote
wouters81,<music21.note.Note E>,4,GeneralNote
wouters82,<music21.note.Note A>,4,GeneralNote
wouters83,<music21.note.Note D>,4,GeneralNote
wouters1282,<music21.spanner.Slur <music21.note.Note D><music21.note.Note C#>>,4,Slur
wouters1283,<music21.spanner.Slur <music21.note.Note A><music21.note.Note E>>,4,Slur
wouters1284,<music21.spanner.Slur <music21.note.Note A><music21.note.Note D>>,4,Slur
wouters84,<music21.note.Rest dotted-half>,5,GeneralNote
wouters85,<music21.note.Note C>,5,GeneralNote
wouters86,<music21.articulations.Fingering 2>,5,Fingering
wouters87,<music21.note.Note G>,5,GeneralNote
wouters88,<music21.articulations.Fingering 2>,5,Fingering
wouters89,<music21.note.Rest dotted-half>,5,GeneralNote
wouters90,<music21.note.Note B->,5,GeneralNote
wouters91,<music21.articulations.Fingering 1>,5,Fingering
wouters92,<music21.note.Note G>,5,GeneralNote
wouters93,<music21.articulations.Fingering 5>,5,Fingering
wouters94,<music21.note.Note G>,5,GeneralNote
wouters95,<music21.articulations.Fingering 1>,5,Fingering
wouters96,<music21.note.Note B->,5,GeneralNote
wouters97,<music21.articulations.Fingering 2>,5,Fingering
wouters98,<music21.note.Note F>,5,GeneralNote
wouters99,<music21.articulations.Fingering 2>,5,Fingering
wouters100,<music21.note.Note A>,5,GeneralNote
wouters101,<music21.note.Note F>,5,GeneralNote
wouters102,<music21.note.Note F>,5,GeneralNote
wouters103,<music21.articulations.Fingering 1>,5,Fingering
wouters1285,<music21.spanner.Slur <music21.note.Note C><music21.note.Note B->>,5,Slur
wouters1286,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note A>>,5,Slur
wouters104,<music21.note.Rest dotted-half>,6,GeneralNote
wouters105,<music21.note.Note A>,6,GeneralNote
wouters106,<music21.articulations.Fingering 2>,6,Fingering
wouters107,<music21.note.Note E>,6,GeneralNote
wouters108,<music21.articulations.Fingering 2>,6,Fingering
wouters109,<music21.note.Rest dotted-half>,6,GeneralNote
wouters110,<music21.note.Note G>,6,GeneralNote
wouters111,<music21.note.Note E>,6,GeneralNote
wouters112,<music21.note.Note E>,6,GeneralNote
wouters113,<music21.articulations.Fingering 1>,6,Fingering
wouters114,<music21.note.Note G>,6,GeneralNote
wouters115,<music21.articulations.Fingering 2>,6,Fingering
wouters116,<music21.note.Note D>,6,GeneralNote
wouters117,<music21.articulations.Fingering 2>,6,Fingering
wouters118,<music21.note.Note F>,6,GeneralNote
wouters119,<music21.note.Note D>,6,GeneralNote
wouters120,<music21.note.Note D>,6,GeneralNote
wouters121,<music21.articulations.Fingering 1>,6,Fingering
wouters1287,<music21.spanner.Slur <music21.note.Note A><music21.note.Note G>>,6,Slur
wouters1288,<music21.spanner.Slur <music21.note.Note G><music21.note.Note F>>,6,Slur
wouters1396,<music21.dynamics.Crescendo <music21.note.Note A><music21.note.Note D>>,6,DynamicRegion
wouters122,<music21.note.Rest dotted-half>,7,GeneralNote
wouters123,<music21.note.Note F>,7,GeneralNote
wouters124,<music21.note.Note C>,7,GeneralNote
wouters125,<music21.articulations.Fingering 3>,7,Fingering
wouters126,<music21.note.Rest quarter>,7,GeneralNote
wouters127,<music21.note.Note E>,7,GeneralNote
wouters128,<music21.note.Note C>,7,GeneralNote
wouters129,<music21.note.Note C>,7,GeneralNote
wouters130,<music21.articulations.Fingering 3>,7,Fingering
wouters131,<music21.note.Rest eighth>,7,GeneralNote
wouters132,<music21.note.Note E>,7,GeneralNote
wouters133,<music21.note.Rest quarter>,7,GeneralNote
wouters134,<music21.note.Rest quarter>,7,GeneralNote
wouters135,<music21.note.Note B->,7,GeneralNote
wouters136,<music21.articulations.Fingering 4>,7,Fingering
wouters137,<music21.note.Note D>,7,GeneralNote
wouters138,<music21.note.Note B->,7,GeneralNote
wouters139,<music21.note.Rest eighth>,7,GeneralNote
wouters140,<music21.note.Rest eighth>,7,GeneralNote
wouters141,<music21.note.Note B->,7,GeneralNote
wouters142,<music21.articulations.Fingering 4>,7,Fingering
wouters1289,<music21.spanner.Slur <music21.note.Note F><music21.note.Note E>>,7,Slur
wouters1290,<music21.spanner.Slur <music21.note.Note E><music21.note.Note D>>,7,Slur
wouters1398,<music21.dynamics.Diminuendo <music21.note.Note F><music21.note.Note B->>,7,DynamicRegion
wouters143,<music21.note.Rest dotted-half>,8,GeneralNote
wouters144,<music21.note.Note C>,8,GeneralNote
wouters145,<music21.articulations.Fingering 2>,8,Fingering
wouters146,<music21.note.Note A>,8,GeneralNote
wouters147,<music21.articulations.Fingering 5>,8,Fingering
wouters148,<music21.note.Note D>,8,GeneralNote
wouters149,<music21.articulations.Fingering 1>,8,Fingering
wouters150,<music21.note.Note B->,8,GeneralNote
wouters151,<music21.note.Note E>,8,GeneralNote
wouters152,<music21.note.Note C>,8,GeneralNote
wouters153,<music21.note.Note F>,8,GeneralNote
wouters154,<music21.note.Note D>,8,GeneralNote
wouters155,<music21.note.Note G>,8,GeneralNote
wouters156,<music21.note.Note E>,8,GeneralNote
wouters157,<music21.note.Note A>,8,GeneralNote
wouters158,<music21.articulations.Fingering 5>,8,Fingering
wouters159,<music21.note.Note F>,8,GeneralNote
wouters160,<music21.articulations.Fingering 2>,8,Fingering
wouters161,<music21.note.Note G>,8,GeneralNote
wouters162,<music21.articulations.Fingering 3>,8,Fingering
wouters163,<music21.note.Note E>,8,GeneralNote
wouters164,<music21.articulations.Fingering 3>,8,Fingering
wouters165,<music21.note.Note F>,8,GeneralNote
wouters166,<music21.articulations.Fingering 2>,8,Fingering
wouters167,<music21.note.Note D>,8,GeneralNote
wouters168,<music21.articulations.Fingering 4>,8,Fingering
wouters1291,<music21.spanner.Slur <music21.note.Note D><music21.note.Note A>>,8,Slur
wouters1292,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note F>>,8,Slur
wouters1374,<music21.dynamics.Dynamic pp>,8,DynamicPoint
wouters169,<music21.note.Rest dotted-half>,9,GeneralNote
wouters170,<music21.note.Note E>,9,GeneralNote
wouters171,<music21.articulations.Fingering 1>,9,Fingering
wouters172,<music21.note.Note C>,9,GeneralNote
wouters173,<music21.articulations.Fingering 5>,9,Fingering
wouters174,<music21.note.Rest dotted-half>,9,GeneralNote
wouters175,<music21.note.Note F>,9,GeneralNote
wouters176,<music21.note.Note D>,9,GeneralNote
wouters177,<music21.note.Note G>,9,GeneralNote
wouters178,<music21.note.Note E>,9,GeneralNote
wouters179,<music21.note.Note A>,9,GeneralNote
wouters180,<music21.articulations.Fingering 1>,9,Fingering
wouters181,<music21.note.Note F>,9,GeneralNote
wouters182,<music21.note.Note B->,9,GeneralNote
wouters183,<music21.note.Note G>,9,GeneralNote
wouters184,<music21.articulations.Fingering 1>,9,Fingering
wouters185,<music21.note.Note C>,9,GeneralNote
wouters186,<music21.note.Note A>,9,GeneralNote
wouters187,<music21.articulations.Fingering 3>,9,Fingering
wouters188,<music21.note.Note D>,9,GeneralNote
wouters189,<music21.articulations.Fingering 4>,9,Fingering
wouters190,<music21.note.Note B->,9,GeneralNote
wouters191,<music21.articulations.Fingering 2>,9,Fingering
wouters192,<music21.note.Note C>,9,GeneralNote
wouters193,<music21.note.Note A>,9,GeneralNote
wouters194,<music21.articulations.Fingering 1>,9,Fingering
wouters195,<music21.note.Note B->,9,GeneralNote
wouters196,<music21.note.Note G>,9,GeneralNote
wouters1293,<music21.spanner.Slur <music21.note.Note E><music21.note.Note D>>,9,Slur
wouters1294,<music21.spanner.Slur <music21.note.Note C><music21.note.Note B->>,9,Slur
wouters197,<music21.note.Rest dotted-half>,10,GeneralNote
wouters198,<music21.note.Note A>,10,GeneralNote
wouters199,<music21.articulations.Fingering 1>,10,Fingering
wouters200,<music21.note.Note F>,10,GeneralNote
wouters201,<music21.articulations.Fingering 3>,10,Fingering
wouters202,<music21.note.Rest dotted-half>,10,GeneralNote
wouters203,<music21.note.Note B->,10,GeneralNote
wouters204,<music21.articulations.Fingering 2>,10,Fingering
wouters205,<music21.note.Note G>,10,GeneralNote
wouters206,<music21.note.Note C>,10,GeneralNote
wouters207,<music21.articulations.Fingering 1>,10,Fingering
wouters208,<music21.note.Note A>,10,GeneralNote
wouters209,<music21.articulations.Fingering 1>,10,Fingering
wouters210,<music21.note.Note D>,10,GeneralNote
wouters211,<music21.articulations.Fingering 2>,10,Fingering
wouters212,<music21.note.Note B->,10,GeneralNote
wouters213,<music21.articulations.Fingering 3>,10,Fingering
wouters214,<music21.note.Note E>,10,GeneralNote
wouters215,<music21.note.Note C>,10,GeneralNote
wouters216,<music21.articulations.Fingering 2>,10,Fingering
wouters217,<music21.note.Note F>,10,GeneralNote
wouters218,<music21.note.Note D>,10,GeneralNote
wouters219,<music21.articulations.Fingering 1>,10,Fingering
wouters220,<music21.note.Note E>,10,GeneralNote
wouters221,<music21.note.Note C>,10,GeneralNote
wouters222,<music21.note.Note D>,10,GeneralNote
