id,object,measure,type
tausig1,<music21.note.Note B>,0,GeneralNote
tausig2,<music21.articulations.Staccato>,0,Articulation
tausig3,<music21.note.Rest eighth>,0,GeneralNote
tausig1500,<music21.dynamics.Dynamic p>,0,DynamicPoint
tausig1533,<music21.expressions.TextExpression 'Allegretto'>,0,TextExpression
tausig1541,<music21.tempo.MetronomeMark Quarter=116 (playback only)>,0,TempoIndication
tausig1542,<music21.tempo.MetronomeMark Quarter=116 (playback only)>,0,MetronomeMark
tausig4,<music21.note.Note E>,1,GeneralNote
tausig5,<music21.articulations.Fingering 2>,1,Fingering
tausig6,<music21.chord.Chord E4 G4 B4>,1,GeneralNote
tausig7,<music21.articulations.Fingering 4>,1,Fingering
tausig8,<music21.note.Note F#>,1,GeneralNote
tausig9,<music21.note.Note G>,1,GeneralNote
tausig10,<music21.note.Note F#>,1,GeneralNote
tausig11,<music21.chord.Chord D#4 F#4 B4>,1,GeneralNote
tausig12,<music21.note.Note B>,1,GeneralNote
tausig13,<music21.note.Note B>,1,GeneralNote
tausig1407,<music21.spanner.Slur <music21.note.Note E><music21.note.Note G>>,1,Slur
tausig1408,<music21.spanner.Slur <music21.chord.Chord E4 G4 B4><music21.note.Note E>>,1,Slur
tausig14,<music21.note.Note G>,2,GeneralNote
tausig15,<music21.articulations.Fingering 3>,2,Fingering
tausig16,<music21.note.Note E>,2,GeneralNote
tausig17,<music21.note.Note G>,2,GeneralNote
tausig18,<music21.note.Note B>,2,GeneralNote
tausig19,<music21.note.Note F#>,2,GeneralNote
tausig20,<music21.note.Note D>,2,GeneralNote
tausig21,<music21.articulations.Fingering 4>,2,Fingering
tausig22,<music21.note.Note G>,2,GeneralNote
tausig23,<music21.note.Note B>,2,GeneralNote
tausig24,<music21.note.Note B>,2,GeneralNote
tausig1409,<music21.spanner.Slur <music21.note.Note G><music21.note.Note A>>,2,Slur
tausig1410,<music21.spanner.Slur <music21.note.Note E><music21.chord.Chord C4 E4 A4>>,2,Slur
tausig25,<music21.note.Note A>,3,GeneralNote
tausig26,<music21.articulations.Fingering 3>,3,Fingering
tausig27,<music21.articulations.Staccato>,3,Articulation
tausig28,<music21.chord.Chord C4 E4 A4>,3,GeneralNote
tausig29,<music21.note.Note C>,3,GeneralNote
tausig30,<music21.articulations.Fingering 5>,3,Fingering
tausig31,<music21.note.Note B>,3,GeneralNote
tausig32,<music21.note.Note A>,3,GeneralNote
tausig33,<music21.note.Note G>,3,GeneralNote
tausig34,<music21.articulations.Fingering 1>,3,Fingering
tausig35,<music21.note.Note F#>,3,GeneralNote
tausig36,<music21.articulations.Fingering 3>,3,Fingering
tausig37,<music21.articulations.Staccato>,3,Articulation
tausig38,<music21.chord.Chord A3 E4 F#4 C5>,3,GeneralNote
tausig39,<music21.note.Note A>,3,GeneralNote
tausig40,<music21.articulations.Fingering 5>,3,Fingering
tausig41,<music21.note.Rest eighth>,3,GeneralNote
tausig42,<music21.note.Note G>,3,GeneralNote
tausig43,<music21.note.Note F#>,3,GeneralNote
tausig44,<music21.note.Rest eighth>,3,GeneralNote
tausig45,<music21.note.Note E>,3,GeneralNote
tausig46,<music21.articulations.Fingering 2>,3,Fingering
tausig1411,<music21.spanner.Slur <music21.note.Note C><music21.note.Note F#>>,3,Slur
tausig1412,<music21.spanner.Slur <music21.note.Note A><music21.note.Note D#>>,3,Slur
tausig1413,<music21.spanner.Slur <music21.chord.Chord C4 E4 A4><music21.chord.Chord A3 E4 F#4 C5>>,3,Slur
tausig47,<music21.note.Note E>,4,GeneralNote
tausig48,<music21.articulations.Fingering 3>,4,Fingering
tausig49,<music21.articulations.Accent>,4,Articulation
tausig50,<music21.note.Note B>,4,GeneralNote
tausig51,<music21.articulations.Fingering 5>,4,Fingering
tausig52,<music21.note.Note F#>,4,GeneralNote
tausig53,<music21.articulations.Fingering 2>,4,Fingering
