id,object,measure,type
selva736,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note C->>,1,Slur
selva778,<music21.dynamics.Dynamic p>,1,DynamicPoint
selva804,<music21.expressions.TextExpression 'Lento mode...'>,1,TextExpression
selva805,<music21.expressions.TextExpression 'très soute...'>,1,TextExpression
selva810,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,TempoIndication
selva811,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,MetronomeMark
selva737,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note D>>,2,Slur
selva738,<music21.spanner.Slur <music21.note.Note F><music21.note.Note E->>,3,Slur
selva739,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note B->>,4,Slur
selva740,<music21.spanner.Slur <music21.note.Note G-><music21.note.Note E->>,5,Slur
selva69,<music21.chord.Chord G-3 C-4>,6,GeneralNote
selva70,<music21.chord.Chord C-3 E-3>,6,GeneralNote
selva71,<music21.note.Note E->,6,GeneralNote
selva72,<music21.chord.Chord G-4 C-5>,6,GeneralNote
selva73,<music21.note.Rest half>,6,GeneralNote
selva74,<music21.note.Rest quarter>,6,GeneralNote
selva75,<music21.note.Rest half>,6,GeneralNote
selva76,<music21.note.Rest eighth>,6,GeneralNote
selva77,<music21.note.Note G->,6,GeneralNote
selva78,<music21.note.Note E->,6,GeneralNote
selva79,<music21.chord.Chord G-4 C-5>,6,GeneralNote
selva80,<music21.note.Rest half>,6,GeneralNote
selva81,<music21.note.Note E->,6,GeneralNote
selva82,<music21.note.Rest half>,6,GeneralNote
selva83,<music21.note.Note C->,6,GeneralNote
selva741,<music21.spanner.Slur <music21.note.Note G-><music21.note.Note G>>,6,Slur
selva84,<music21.note.Note B->,7,GeneralNote
selva85,<music21.chord.Chord B-4 E-5>,7,GeneralNote
selva86,<music21.note.Note G>,7,GeneralNote
selva87,<music21.note.Rest quarter>,7,GeneralNote
selva88,<music21.note.Rest quarter>,7,GeneralNote
selva89,<music21.chord.Chord G2 B-2 E-3 G3>,7,GeneralNote
selva90,<music21.note.Rest quarter>,7,GeneralNote
selva91,<music21.note.Rest 16th>,7,GeneralNote
selva92,<music21.note.Note E->,7,GeneralNote
