id,object,measure,type
N2,<music21.chord.Chord E-4 G-4>,1,GeneralNote
N3,<music21.articulations.Tenuto>,1,Articulation
N4,<music21.note.Rest dotted-whole>,1,GeneralNote
N5,<music21.note.Rest dotted-whole>,1,GeneralNote
N6,<music21.note.Rest quarter>,1,GeneralNote
N7,<music21.chord.Chord E-4 G-4>,1,GeneralNote
N8,<music21.articulations.Tenuto>,1,Articulation
N9,<music21.note.Rest eighth>,1,GeneralNote
N10,<music21.note.Note B->,1,GeneralNote
N11,<music21.note.Note E->,1,GeneralNote
N12,<music21.chord.Chord E-4 G-4>,1,GeneralNote
N13,<music21.articulations.Tenuto>,1,Articulation
N14,<music21.note.Note G->,1,GeneralNote
N892,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note G->>,1,Slur
N981,<music21.expressions.TextExpression 'Lento'>,1,TextExpression
N982,"<music21.expressions.TextExpression 'weich, zart'>",1,TextExpression
N983,<music21.expressions.TextExpression 'dolcissimo...'>,1,TextExpression
N1020,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,TempoIndication
N1021,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,MetronomeMark
N15,<music21.note.Note C->,2,GeneralNote
N16,<music21.articulations.Tenuto>,2,Articulation
N17,<music21.chord.Chord E-4 A-4>,2,GeneralNote
N18,<music21.articulations.Tenuto>,2,Articulation
N19,<music21.note.Rest dotted-whole>,2,GeneralNote
N20,<music21.note.Rest dotted-whole>,2,GeneralNote
N21,<music21.note.Rest quarter>,2,GeneralNote
N22,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
N23,<music21.articulations.Tenuto>,2,Articulation
N24,<music21.note.Rest eighth>,2,GeneralNote
N25,<music21.note.Note E->,2,GeneralNote
N26,<music21.note.Note A->,2,GeneralNote
N27,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
N28,<music21.articulations.Tenuto>,2,Articulation
N29,<music21.note.Note C->,2,GeneralNote
N893,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note C->>,2,Slur
N30,<music21.note.Note D>,3,GeneralNote
N31,<music21.articulations.Tenuto>,3,Articulation
N32,<music21.chord.Chord E-4 F4 A-4>,3,GeneralNote
N33,<music21.articulations.Tenuto>,3,Articulation
N34,<music21.note.Rest half>,3,GeneralNote
N35,<music21.note.Rest dotted-whole>,3,GeneralNote
N36,<music21.note.Rest quarter>,3,GeneralNote
N37,<music21.chord.Chord D4 F4 A-4>,3,GeneralNote
N38,<music21.articulations.Tenuto>,3,Articulation
N39,<music21.note.Rest half>,3,GeneralNote
N40,<music21.note.Rest eighth>,3,GeneralNote
N41,<music21.note.Note F>,3,GeneralNote
N42,<music21.note.Note A->,3,GeneralNote
N43,<music21.chord.Chord D4 F4>,3,GeneralNote
N44,<music21.articulations.Tenuto>,3,Articulation
N45,<music21.note.Rest half>,3,GeneralNote
N46,<music21.note.Note A->,3,GeneralNote
N47,<music21.note.Note G->,3,GeneralNote
N48,<music21.note.Note A->,3,GeneralNote
N49,<music21.note.Note B->,3,GeneralNote
N894,<music21.spanner.Slur <music21.note.Note F><music21.note.Note G->>,3,Slur
N50,<music21.note.Note G->,4,GeneralNote
N51,<music21.note.Note E->,4,GeneralNote
N52,<music21.articulations.Tenuto>,4,Articulation
N53,<music21.note.Rest half>,4,GeneralNote
N54,<music21.note.Rest dotted-whole>,4,GeneralNote
N55,<music21.note.Note F>,4,GeneralNote
N56,<music21.note.Note E->,4,GeneralNote
N57,<music21.note.Rest half>,4,GeneralNote
N58,<music21.note.Note G->,4,GeneralNote
N59,<music21.note.Rest quarter>,4,GeneralNote
N60,<music21.note.Rest eighth>,4,GeneralNote
N61,<music21.note.Note B->,4,GeneralNote
N62,<music21.note.Note G->,4,GeneralNote
N63,<music21.chord.Chord G-4 B-4 E-5>,4,GeneralNote
N64,<music21.note.Note G->,4,GeneralNote
N65,<music21.note.Note E->,4,GeneralNote
N895,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note B->>,4,Slur
N984,<music21.expressions.TextExpression 'poco espre...'>,4,TextExpression
N66,<music21.note.Note G->,5,GeneralNote
N67,<music21.chord.Chord G-4 B-4 D-5>,5,GeneralNote
N68,<music21.note.Rest half>,5,GeneralNote
N69,<music21.note.Rest half>,5,GeneralNote
N70,<music21.note.Note B->,5,GeneralNote
N71,<music21.note.Rest half>,5,GeneralNote
N72,<music21.note.Rest half>,5,GeneralNote
N73,<music21.note.Rest dotted-whole>,5,GeneralNote
N74,<music21.note.Rest whole>,5,GeneralNote
N75,<music21.note.Rest quarter>,5,GeneralNote
N76,<music21.note.Note B->,5,GeneralNote
N77,<music21.chord.Chord D-3 G-3 B-3>,5,GeneralNote
N78,<music21.note.Rest 16th>,5,GeneralNote
N79,<music21.note.Note G->,5,GeneralNote
N80,<music21.note.Note F->,5,GeneralNote
N81,<music21.note.Note E->,5,GeneralNote
N82,<music21.note.Note F->,5,GeneralNote
N83,<music21.note.Note B->,5,GeneralNote
N84,<music21.chord.Chord D-3 G-3 B-3>,5,GeneralNote
N85,<music21.note.Note D->,5,GeneralNote
N896,<music21.spanner.Slur <music21.note.Note G-><music21.note.Note D->>,5,Slur
N985,<music21.expressions.TextExpression 'etwas voller'>,5,TextExpression
N986,<music21.expressions.TextExpression 'armonioso'>,5,TextExpression
N86,<music21.note.Note E->,6,GeneralNote
N87,<music21.chord.Chord E-4 G-4 C-5>,6,GeneralNote
N88,<music21.chord.Chord E-3 G-3 C-4>,6,GeneralNote
N89,<music21.chord.Chord C-3 E-3>,6,GeneralNote
N90,<music21.note.Rest dotted-whole>,6,GeneralNote
N91,<music21.note.Note E->,6,GeneralNote
N92,<music21.chord.Chord G-4 C-5>,6,GeneralNote
