id,object,measure,type
N755,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note G->>,1,Slur
N765,<music21.dynamics.Dynamic pp>,1,DynamicPoint
N799,<music21.expressions.TextExpression 'Lento mode...'>,1,TextExpression
N800,<music21.expressions.TextExpression 'dolce'>,1,TextExpression
N809,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,TempoIndication
N810,<music21.tempo.MetronomeMark Quarter=100>,1,TempoIndication
N811,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,MetronomeMark
N812,<music21.tempo.MetronomeMark Quarter=100>,1,MetronomeMark
N756,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note C->>,2,Slur
N757,<music21.spanner.Slur <music21.note.Note F><music21.note.Note G->>,3,Slur
N801,<music21.expressions.TextExpression 'cresc.'>,3,TextExpression
N788,<music21.dynamics.Crescendo <music21.note.Note G->>,4,DynamicRegion
N758,<music21.spanner.Slur <music21.note.Note G-><music21.note.Note D->>,5,Slur
N766,<music21.dynamics.Dynamic f>,5,DynamicPoint
N759,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note B->>,7,Slur
N790,<music21.dynamics.Diminuendo <music21.chord.Chord E-5 A-5 C-6><music21.note.Note A->>,8,DynamicRegion
N760,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note F>>,9,Slur
N767,<music21.dynamics.Dynamic p>,9,DynamicPoint
N170,<music21.note.Note C>,11,GeneralNote
N171,<music21.note.Note A>,11,GeneralNote
N172,<music21.chord.Chord C4 F4>,11,GeneralNote
N173,<music21.note.Note D->,11,GeneralNote
N174,<music21.note.Note C>,11,GeneralNote
N175,<music21.note.Note D->,11,GeneralNote
N176,<music21.note.Note E->,11,GeneralNote
N177,<music21.note.Note D->,11,GeneralNote
N178,<music21.note.Note E->,11,GeneralNote
N179,<music21.note.Note C>,11,GeneralNote
N761,<music21.spanner.Slur <music21.note.Note F><music21.note.Note C>>,11,Slur
N768,<music21.dynamics.Dynamic f>,11,DynamicPoint
N180,<music21.note.Note D->,12,GeneralNote
N181,<music21.chord.Chord D-4 F4>,12,GeneralNote
N182,<music21.note.Note B->,12,GeneralNote
N184,<music21.note.Note B->,12,GeneralNote
N185,<music21.chord.Chord B-4 D-5 F5>,12,GeneralNote
N186,<music21.chord.Chord D-4 F4>,12,GeneralNote
N187,<music21.note.Note B->,12,GeneralNote
N188,<music21.note.Note F>,12,GeneralNote
N189,<music21.note.Note G->,12,GeneralNote
N190,<music21.note.Note F>,12,GeneralNote
N191,<music21.note.Note E->,12,GeneralNote
N192,<music21.note.Note D->,12,GeneralNote
N193,<music21.chord.Chord D-4 F4>,12,GeneralNote
N194,<music21.note.Note B->,12,GeneralNote
N195,<music21.note.Note C>,12,GeneralNote
N196,<music21.note.Note B->,12,GeneralNote
N197,<music21.note.Note A->,12,GeneralNote
N198,<music21.note.Note G->,12,GeneralNote
N199,<music21.note.Note A->,12,GeneralNote
N200,<music21.note.Note F>,12,GeneralNote
N201,<music21.note.Note G->,13,GeneralNote
N202,<music21.chord.Chord B-3 D-4>,13,GeneralNote
N203,<music21.note.Note E->,13,GeneralNote
N204,<music21.note.Note G->,13,GeneralNote
N205,<music21.note.Note B->,13,GeneralNote
N206,<music21.note.Note D->,13,GeneralNote
N207,<music21.note.Note G->,13,GeneralNote
