Name,Form of creative work,Wikidata QID,IMSLP ID,VIAF ID,composer,arranger,composer QID,arranger QID
"Keyboard Sonata in C minor, K.116",sonata,Q67199932,"Keyboard Sonata in C minor, K.116 (Scarlatti, Domenico)",293500549,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.116",sonata,Q67199932,"Keyboard Sonata in C minor, K.116 (Scarlatti, Domenico)",293500549,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B major, K.244",sonata,Q67322083,"Keyboard Sonata in B major, K.244 (Scarlatti, Domenico)",292638699,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.101",sonata,Q74594865,"Keyboard Sonata in A major, K.101 (Scarlatti, Domenico)",293351776,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.469",sonata,Q78243856,"Keyboard Sonata in F major, K.469 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.469",sonata,Q78243856,"Keyboard Sonata in F major, K.469 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in F major, K.446",sonata,Q78239942,"Keyboard Sonata in F major, K.446 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.159",sonata,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in C major, K.159",sonata,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.159",sonata,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in C major, K.159",sonata,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in C major, K.159",sonata,Q67199943,"Keyboard Sonata in C major, K.159 (Scarlatti, Domenico)",186306904,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.477",sonata,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in G major, K.477",sonata,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in G major, K.477",sonata,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.477",sonata,Q78243878,"Keyboard Sonata in G major, K.477 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.398",sonata,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in C major, K.398",sonata,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.398",sonata,Q77262908,"Keyboard Sonata in C major, K.398 (Scarlatti, Domenico)",293918173,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.119",sonata,Q67199933,"Keyboard Sonata in D major, K.119 (Scarlatti, Domenico)",293305691,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.531",sonata,Q67200026,"Keyboard Sonata in E major, K.531 (Scarlatti, Domenico)",184086064,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in E major, K.531",sonata,Q67200026,"Keyboard Sonata in E major, K.531 (Scarlatti, Domenico)",184086064,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.216",sonata,Q67199959,"Keyboard Sonata in E major, K.216 (Scarlatti, Domenico)",292768176,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.216",sonata,Q67199959,"Keyboard Sonata in E major, K.216 (Scarlatti, Domenico)",292768176,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.39",sonata,Q67199907,"Keyboard Sonata in A major, K.39 (Scarlatti, Domenico)",178614938,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.115",sonata,Q67199931,"Keyboard Sonata in C minor, K.115 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.115",sonata,Q67199931,"Keyboard Sonata in C minor, K.115 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.112",sonata,Q78239927,"Keyboard Sonata in B-flat major, K.112 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.112",sonata,Q78239927,"Keyboard Sonata in B-flat major, K.112 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C minor, K.37",sonata,Q74594934,"Keyboard Sonata in C minor, K.37 (Scarlatti, Domenico)",294295908,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in C minor, K.37",sonata,Q74594934,"Keyboard Sonata in C minor, K.37 (Scarlatti, Domenico)",294295908,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.36",sonata,Q74594944,"Keyboard Sonata in A minor, K.36 (Scarlatti, Domenico)",292518635,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.38",sonata,Q67199906,"Keyboard Sonata in F major, K.38 (Scarlatti, Domenico)",292951542,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.33",sonata,Q67199903,"Keyboard Sonata in D major, K.33 (Scarlatti, Domenico)",185281131,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in D major, K.33",sonata,Q67199903,"Keyboard Sonata in D major, K.33 (Scarlatti, Domenico)",185281131,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.56",sonata,Q74594753,"Keyboard Sonata in C minor, K.56 (Scarlatti, Domenico)",294060771,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.260",sonata,Q67199964,"Keyboard Sonata in G major, K.260 (Scarlatti, Domenico)",182873548,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.487",sonata,Q67200013,"Keyboard Sonata in C major, K.487 (Scarlatti, Domenico)",293946907,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in C major, K.487",sonata,Q67200013,"Keyboard Sonata in C major, K.487 (Scarlatti, Domenico)",293946907,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.487",sonata,Q67200013,"Keyboard Sonata in C major, K.487 (Scarlatti, Domenico)",293946907,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in C major, K.487",sonata,Q67200013,"Keyboard Sonata in C major, K.487 (Scarlatti, Domenico)",293946907,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in G major, K.259",sonata,Q67199963,"Keyboard Sonata in G major, K.259 (Scarlatti, Domenico)",293587521,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.54",sonata,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.54",sonata,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in A minor, K.54",sonata,Q67199912,"Keyboard Sonata in A minor, K.54 (Scarlatti, Domenico)",179684701,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Theodor Leschetizky,Q167837,Q362340
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in A major, K.113",sonata,Q67199929,"Keyboard Sonata in A major, K.113 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.134",sonata,Q78243046,"Keyboard Sonata in E major, K.134 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.134",sonata,Q78243046,"Keyboard Sonata in E major, K.134 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in D major, K.430",sonata,Q67200001,"Keyboard Sonata in D major, K.430 (Scarlatti, Domenico)",5.18315438718233E+021,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.211",sonata,Q67199957,"Keyboard Sonata in A major, K.211 (Scarlatti, Domenico)",294618647,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.124",sonata,Q67199935,"Keyboard Sonata in G major, K.124 (Scarlatti, Domenico)",182104296,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.429",sonata,Q67200000,"Keyboard Sonata in A major, K.429 (Scarlatti, Domenico)",175936941,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in A major, K.429",sonata,Q67200000,"Keyboard Sonata in A major, K.429 (Scarlatti, Domenico)",175936941,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in A major, K.429",sonata,Q67200000,"Keyboard Sonata in A major, K.429 (Scarlatti, Domenico)",175936941,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.428",sonata,Q67199999,"Keyboard Sonata in A major, K.428 (Scarlatti, Domenico)",175650500,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.426",sonata,Q67199997,"Keyboard Sonata in G minor, K.426 (Scarlatti, Domenico)",293149301,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G minor, K.450",sonata,Q67200007,"Keyboard Sonata in G minor, K.450 (Scarlatti, Domenico)",199726717,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.458",sonata,Q78243840,"Keyboard Sonata in D major, K.458 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.458",sonata,Q78243840,"Keyboard Sonata in D major, K.458 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.483",sonata,Q78243896,"Keyboard Sonata in F major, K.483 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.483",sonata,Q78243896,"Keyboard Sonata in F major, K.483 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.468",sonata,Q78243853,"Keyboard Sonata in F major, K.468 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.468",sonata,Q78243853,"Keyboard Sonata in F major, K.468 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.482",sonata,Q78243891,"Keyboard Sonata in F major, K.482 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.482",sonata,Q78243891,"Keyboard Sonata in F major, K.482 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.481",sonata,Q67200011,"Keyboard Sonata in F minor, K.481 (Scarlatti, Domenico)",292526151,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.481",sonata,Q67200011,"Keyboard Sonata in F minor, K.481 (Scarlatti, Domenico)",292526151,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.476",sonata,Q78243875,"Keyboard Sonata in G minor, K.476 (Scarlatti, Domenico)",293462141,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G minor, K.476",sonata,Q78243875,"Keyboard Sonata in G minor, K.476 (Scarlatti, Domenico)",293462141,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.476",sonata,Q78243875,"Keyboard Sonata in G minor, K.476 (Scarlatti, Domenico)",293462141,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E-flat major, K.474",sonata,Q78243869,"Keyboard Sonata in E-flat major, K.474 (Scarlatti, Domenico)",292741239,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in E-flat major, K.474",sonata,Q78243869,"Keyboard Sonata in E-flat major, K.474 (Scarlatti, Domenico)",292741239,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E-flat major, K.474",sonata,Q78243869,"Keyboard Sonata in E-flat major, K.474 (Scarlatti, Domenico)",292741239,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.35",sonata,Q67199905,"Keyboard Sonata in G minor, K.35 (Scarlatti, Domenico)",292742557,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in G minor, K.35",sonata,Q67199905,"Keyboard Sonata in G minor, K.35 (Scarlatti, Domenico)",292742557,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.35",sonata,Q67199905,"Keyboard Sonata in G minor, K.35 (Scarlatti, Domenico)",292742557,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.28",sonata,Q74594916,"Keyboard Sonata in E major, K.28 (Scarlatti, Domenico)",293330561,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in E major, K.28",sonata,Q74594916,"Keyboard Sonata in E major, K.28 (Scarlatti, Domenico)",293330561,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.28",sonata,Q74594916,"Keyboard Sonata in E major, K.28 (Scarlatti, Domenico)",293330561,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B minor, K.27",sonata,Q67199901,"Keyboard Sonata in B minor, K.27 (Scarlatti, Domenico)",,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in B minor, K.27",sonata,Q67199901,"Keyboard Sonata in B minor, K.27 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B minor, K.27",sonata,Q67199901,"Keyboard Sonata in B minor, K.27 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.26",sonata,Q74594891,"Keyboard Sonata in A major, K.26 (Scarlatti, Domenico)",294601863,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in A major, K.26",sonata,Q74594891,"Keyboard Sonata in A major, K.26 (Scarlatti, Domenico)",294601863,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.26",sonata,Q74594891,"Keyboard Sonata in A major, K.26 (Scarlatti, Domenico)",294601863,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F-sharp minor, K.25",sonata,Q67199899,"Keyboard Sonata in F-sharp minor, K.25 (Scarlatti, Domenico)",292930765,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in F-sharp minor, K.25",sonata,Q67199899,"Keyboard Sonata in F-sharp minor, K.25 (Scarlatti, Domenico)",292930765,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F-sharp minor, K.25",sonata,Q67199899,"Keyboard Sonata in F-sharp minor, K.25 (Scarlatti, Domenico)",292930765,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in F-sharp minor, K.25",sonata,Q67199899,"Keyboard Sonata in F-sharp minor, K.25 (Scarlatti, Domenico)",292930765,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.23",sonata,Q74594926,"Keyboard Sonata in D major, K.23 (Scarlatti, Domenico)",293454361,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in D major, K.23",sonata,Q74594926,"Keyboard Sonata in D major, K.23 (Scarlatti, Domenico)",293454361,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.22",sonata,Q67199898,"Keyboard Sonata in C minor, K.22 (Scarlatti, Domenico)",,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in C minor, K.22",sonata,Q67199898,"Keyboard Sonata in C minor, K.22 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.21",sonata,Q74594928,"Keyboard Sonata in D major, K.21 (Scarlatti, Domenico)",293768831,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.20",sonata,Q74594938,"Keyboard Sonata in E major, K.20 (Scarlatti, Domenico)",294198261,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in E major, K.20",sonata,Q74594938,"Keyboard Sonata in E major, K.20 (Scarlatti, Domenico)",294198261,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.20",sonata,Q74594938,"Keyboard Sonata in E major, K.20 (Scarlatti, Domenico)",294198261,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in E major, K.20",sonata,Q74594938,"Keyboard Sonata in E major, K.20 (Scarlatti, Domenico)",294198261,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.19",sonata,Q74594952,"Keyboard Sonata in F minor, K.19 (Scarlatti, Domenico)",293714791,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.19",sonata,Q74594952,"Keyboard Sonata in F minor, K.19 (Scarlatti, Domenico)",293714791,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in F minor, K.19",sonata,Q74594952,"Keyboard Sonata in F minor, K.19 (Scarlatti, Domenico)",293714791,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in F minor, K.19",sonata,Q74594952,"Keyboard Sonata in F minor, K.19 (Scarlatti, Domenico)",293714791,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.18",sonata,Q67199897,"Keyboard Sonata in D minor, K.18 (Scarlatti, Domenico)",292709019,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.17",sonata,Q68677743,"Keyboard Sonata in F major, K.17 (Scarlatti, Domenico)",293933771,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in F major, K.17",sonata,Q68677743,"Keyboard Sonata in F major, K.17 (Scarlatti, Domenico)",293933771,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.17",sonata,Q68677743,"Keyboard Sonata in F major, K.17 (Scarlatti, Domenico)",293933771,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in F major, K.17",sonata,Q68677743,"Keyboard Sonata in F major, K.17 (Scarlatti, Domenico)",293933771,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.16",sonata,Q74594956,"Keyboard Sonata in B-flat major, K.16 (Scarlatti, Domenico)",293379972,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E minor, K.15",sonata,Q74594935,"Keyboard Sonata in E minor, K.15 (Scarlatti, Domenico)",180451073,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.13",sonata,Q67199896,"Keyboard Sonata in G major, K.13 (Scarlatti, Domenico)",,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in G major, K.13",sonata,Q67199896,"Keyboard Sonata in G major, K.13 (Scarlatti, Domenico)",,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in G major, K.13",sonata,Q67199896,"Keyboard Sonata in G major, K.13 (Scarlatti, Domenico)",,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in G major, K.13",sonata,Q67199896,"Keyboard Sonata in G major, K.13 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.12",sonata,Q67199895,"Keyboard Sonata in G minor, K.12 (Scarlatti, Domenico)",6.47815812739342E+021,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.12",sonata,Q67199895,"Keyboard Sonata in G minor, K.12 (Scarlatti, Domenico)",6.47815812739342E+021,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C minor, K.11",sonata,Q67199894,"Keyboard Sonata in C minor, K.11 (Scarlatti, Domenico)",182664459,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in C minor, K.11",sonata,Q67199894,"Keyboard Sonata in C minor, K.11 (Scarlatti, Domenico)",182664459,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
