measure_start,measure_end,object,value,id,quarterlength,offset,type
0,,<music21.note.Rest eighth>,note,buonamici1,0.5,0.0,GeneralNote
0,,<music21.note.Note B>,note,buonamici2,0.5,0.0,GeneralNote
0,,<music21.note.Rest eighth>,note,buonamici3,0.5,0.0,GeneralNote
0,,<music21.dynamics.Dynamic p>,p,buonamici1622,,,DynamicPoint
0,,<music21.expressions.TextExpression 'Allegro'>,Allegro,buonamici1689,0.0,0.0,TextExpression
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None,buonamici1698,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark andantino Dotted Quarter=80>,andantino,buonamici1699,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None None,buonamici1700,0.0,0.0,MetronomeMark
0,,<music21.tempo.MetronomeMark andantino Dotted Quarter=80>,andantino 80,buonamici1701,0.0,0.0,MetronomeMark
1,,<music21.note.Rest dotted-half>,note,buonamici4,3.0,0.5,GeneralNote
1,,<music21.note.Note E>,note,buonamici5,0.5,0.5,GeneralNote
1,,<music21.chord.Chord E4 G4 B4>,note,buonamici6,1.5,0.5,GeneralNote
1,,<music21.note.Note F#>,note,buonamici7,0.5,1.0,GeneralNote
1,,<music21.note.Note G>,note,buonamici8,0.5,1.5,GeneralNote
1,,<music21.note.Note F#>,note,buonamici9,0.5,2.0,GeneralNote
1,,<music21.chord.Chord D#4 F#4 B4>,note,buonamici10,1.5,2.0,GeneralNote
1,,<music21.note.Note B>,note,buonamici11,0.5,2.5,GeneralNote
1,,<music21.note.Note B>,note,buonamici12,0.5,3.0,GeneralNote
1,1,<music21.spanner.Slur <music21.note.Note E><music21.note.Note B>>,slur,buonamici1522,2.5,0.0,Slur
1,1,<music21.spanner.Slur <music21.chord.Chord E4 G4 B4><music21.chord.Chord D#4 F#4 B4>>,slur,buonamici1523,1.5,0.0,Slur
2,,<music21.note.Note G>,note,buonamici13,1/6,3.5,GeneralNote
2,,<music21.note.Note G>,note,buonamici14,1.5,3.5,GeneralNote
2,,<music21.note.Note E>,note,buonamici15,0.5,3.5,GeneralNote
2,,<music21.note.Note A>,note,buonamici16,1/6,11/3,GeneralNote
2,,<music21.note.Note G>,note,buonamici17,1/6,23/6,GeneralNote
2,,<music21.note.Note A>,note,buonamici18,1/6,4.0,GeneralNote
2,,<music21.note.Note G>,note,buonamici19,0.5,4.0,GeneralNote
2,,<music21.note.Note G>,note,buonamici20,1/6,25/6,GeneralNote
2,,<music21.note.Note A>,note,buonamici21,1/6,13/3,GeneralNote
2,,<music21.note.Note G>,note,buonamici22,1/6,4.5,GeneralNote
2,,<music21.note.Note B>,note,buonamici23,0.5,4.5,GeneralNote
2,,<music21.note.Note A>,note,buonamici24,1/6,14/3,GeneralNote
2,,<music21.note.Note G>,note,buonamici25,1/6,29/6,GeneralNote
2,,<music21.note.Note F#>,note,buonamici26,1.0,5.0,GeneralNote
2,,<music21.note.Note F#>,note,buonamici27,1.0,5.0,GeneralNote
2,,<music21.note.Note D>,note,buonamici28,0.5,5.0,GeneralNote
2,,<music21.note.Rest 16th>,note,buonamici29,0.25,5.25,GeneralNote
2,,<music21.note.Rest 16th>,note,buonamici30,0.25,5.25,GeneralNote
2,,<music21.note.Note G>,note,buonamici31,0.5,5.5,GeneralNote
2,,<music21.note.Note B>,note,buonamici32,0.5,6.0,GeneralNote
2,,<music21.note.Note B>,note,buonamici33,0.5,6.0,GeneralNote
2,,<music21.note.Note B>,note,buonamici34,0.5,6.0,GeneralNote
