measure_start,measure_end,object,value,id,quarterlength,offset,type
0,,<music21.note.Note A>,note,longo1,0.5,0.0,GeneralNote
0,,<music21.note.Rest eighth>,note,longo2,0.5,0.0,GeneralNote
0,2,<music21.spanner.Slur <music21.note.Note A><music21.note.Note E>>,slur,longo1140,5.0,0.0,Slur
0,,<music21.dynamics.Dynamic p>,p,longo1273,,,DynamicPoint
0,,<music21.expressions.TextExpression 'Allegro'>,Allegro,longo1362,0.0,0.0,TextExpression
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None,longo1368,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark andante Dotted Quarter=72>,andante,longo1369,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None None,longo1370,0.0,0.0,MetronomeMark
0,,<music21.tempo.MetronomeMark andante Dotted Quarter=72>,andante 72,longo1371,0.0,0.0,MetronomeMark
1,,<music21.note.Note D>,note,longo3,0.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,longo4,0.0,0.0,Fingering
1,,<music21.chord.Chord D4 F4>,note,longo5,1.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 3>,fingering,longo6,0.0,0.0,Fingering
1,,<music21.articulations.Fingering 1>,fingering,longo7,0.0,0.0,Fingering
1,,<music21.note.Rest dotted-half>,note,longo8,3.0,0.5,GeneralNote
1,,<music21.note.Note E>,note,longo9,0.5,1.0,GeneralNote
1,,<music21.note.Note F>,note,longo10,0.5,1.5,GeneralNote
1,,<music21.note.Note E>,note,longo11,0.5,2.0,GeneralNote
1,,<music21.chord.Chord C#4 E4>,note,longo12,1.5,2.0,GeneralNote
1,,<music21.note.Note A>,note,longo13,0.5,2.5,GeneralNote
1,,<music21.note.Note A>,note,longo14,0.5,3.0,GeneralNote
1,1,<music21.spanner.Slur <music21.chord.Chord D4 F4><music21.chord.Chord C#4 E4>>,slur,longo1141,1.5,0.0,Slur
2,,<music21.note.Note G>,note,longo15,0.0,3.5,GeneralNote
2,,<music21.articulations.Fingering 3>,fingering,longo16,0.0,0.0,Fingering
2,,<music21.note.Note F>,note,longo17,1.5,3.5,GeneralNote
2,,<music21.note.Note D>,note,longo18,0.5,3.5,GeneralNote
