measure_start,measure_end,object,value,id,quarterlength,offset
0,,<music21.note.Note B>,note,131233390145040,0.5,0.0
0,,<music21.note.Rest eighth>,note,131233386941280,0.5,0.0
0,,<music21.dynamics.Dynamic p>,p,131233390144704,,
0,,<music21.expressions.TextExpression 'Allegretto'>,Allegretto,131233390143744,0.0,0.0
1,,<music21.note.Note E>,note,131233390145856,0.5,0.5
1,,<music21.chord.Chord E4 G4 B4>,note,131233390146768,1.5,0.5
1,,<music21.note.Note F#>,note,131233388843456,0.5,1.0
1,,<music21.note.Note G>,note,131233388843648,0.5,1.5
1,,<music21.note.Note F#>,note,131233388843840,0.5,2.0
1,,<music21.chord.Chord D#4 F#4 B4>,note,131233386941472,1.5,2.0
1,,<music21.note.Note B>,note,131233388844032,0.5,2.5
1,,<music21.note.Note B>,note,131233388844224,0.5,3.0
1,2,<music21.spanner.Slur <music21.note.Note E><music21.note.Note G>>,slur,131233390145760,3.0,0.0
1,2,<music21.spanner.Slur <music21.chord.Chord E4 G4 B4><music21.note.Note E>>,slur,131233390146624,3.0,0.0
2,,<music21.note.Note G>,note,131233390146192,1.5,3.5
2,,<music21.note.Note E>,note,131233390147440,0.5,3.5
2,,<music21.note.Note G>,note,131233386942144,0.5,4.0
2,,<music21.note.Note B>,note,131233386942336,0.5,4.5
2,,<music21.note.Note F#>,note,131233388844464,1.0,5.0
2,,<music21.note.Note D>,note,131233386942528,0.5,5.0
2,,<music21.note.Note G>,note,131233386942720,0.5,5.5
2,,<music21.note.Note B>,note,131233388844656,0.5,6.0
2,,<music21.note.Note B>,note,131233386942912,0.5,6.0
2,3,<music21.spanner.Slur <music21.note.Note G><music21.note.Note A>>,slur,131233390147632,3.0,0.0
2,3,<music21.spanner.Slur <music21.note.Note E><music21.chord.Chord C4 E4 A4>>,slur,131233390147968,3.0,0.0
3,,<music21.note.Note A>,note,131233390147728,0.5,6.5
3,,<music21.chord.Chord C4 E4 A4>,note,131233390148064,1.5,6.5
3,,<music21.note.Note C>,note,131233390148784,0.25,7.0
3,,<music21.note.Note B>,note,131233388844896,0.25,7.25
3,,<music21.note.Note A>,note,131233388845088,0.25,7.5
3,,<music21.note.Note G>,note,131233388845280,0.25,7.75
