measure_start,measure_end,object,value,id,quarterlength,offset
4,,<music21.note.Note G>,note,131054985435504,0.25,13.75
4,,<music21.note.Note F>,note,131054985435696,0.25,14.0
4,,<music21.note.Note E>,note,131054985435888,0.25,14.25
4,,<music21.note.Note A>,note,131054985434880,0.5,14.5
4,,<music21.note.Note D>,note,131054985436080,0.5,14.5
5,,<music21.note.Note C>,note,131054985436416,0.5,15.0
5,,<music21.note.Note G>,note,131054985437616,1.0,15.0
5,,<music21.note.Rest dotted-half>,note,131054984003712,3.0,15.0
5,,<music21.note.Note B->,note,131054985436608,0.5,15.5
5,,<music21.note.Note G>,note,131054985436800,0.5,16.0
5,,<music21.note.Note G>,note,131054985437808,0.5,16.0
5,,<music21.note.Note B->,note,131054985436992,0.5,16.5
5,,<music21.note.Note F>,note,131054985438000,1.0,16.5
5,,<music21.note.Note A>,note,131054985437184,0.5,17.0
5,,<music21.note.Note F>,note,131054985437376,0.5,17.5
5,,<music21.note.Note F>,note,131054985438192,0.5,17.5
6,,<music21.note.Note A>,note,131054985438480,0.5,18.0
6,,<music21.note.Note E>,note,131054985439680,1.0,18.0
6,,<music21.note.Rest dotted-half>,note,131054984003856,3.0,18.0
6,,<music21.note.Note G>,note,131054985438672,0.5,18.5
6,,<music21.note.Note E>,note,131054985438864,0.5,19.0
6,,<music21.note.Note E>,note,131054985439872,0.5,19.0
6,,<music21.note.Note G>,note,131054985439056,0.5,19.5
6,,<music21.note.Note D>,note,131054985440064,1.0,19.5
6,,<music21.note.Note F>,note,131054985439248,0.5,20.0
6,,<music21.note.Note D>,note,131054985439440,0.5,20.5
6,,<music21.note.Note D>,note,131054985440256,0.5,20.5
7,,<music21.note.Note F>,note,131054985440544,0.5,21.0
7,,<music21.note.Note C>,note,131054985441744,1.0,21.0
7,,<music21.note.Rest quarter>,note,131054984004288,1.0,21.0
7,,<music21.note.Note E>,note,131054985440736,0.5,21.5
7,,<music21.note.Note C>,note,131054985440928,0.5,22.0
7,,<music21.note.Note C>,note,131054985441936,0.5,22.0
7,,<music21.note.Rest eighth>,note,131054984004384,0.5,22.0
7,,<music21.note.Note E>,note,131054985441120,0.5,22.5
7,,<music21.note.Rest quarter>,note,131054985442176,1.0,22.5
7,,<music21.note.Rest quarter>,note,131054984004048,1.0,22.5
7,,<music21.note.Note B->,note,131054984004480,1.0,22.5
7,,<music21.note.Note D>,note,131054985441312,0.5,23.0
7,,<music21.note.Note B->,note,131054985441504,0.5,23.5
7,,<music21.note.Rest eighth>,note,131054985442320,0.5,23.5
7,,<music21.note.Rest eighth>,note,131054984004144,0.5,23.5
7,,<music21.note.Note B->,note,131054984004672,0.5,23.5
8,,<music21.note.Note C>,note,131054985442512,0.5,24.0
8,,<music21.note.Note A>,note,131054984004912,0.5,24.0
8,,<music21.note.Note D>,note,131054985442704,0.25,24.5
8,,<music21.note.Note B->,note,131054984005104,0.25,24.5
8,,<music21.note.Note E>,note,131054985442896,0.25,24.75
8,,<music21.note.Note C>,note,131054984005296,0.25,24.75
8,,<music21.note.Note F>,note,131054985443088,0.25,25.0
8,,<music21.note.Note D>,note,131054985444096,0.25,25.0
8,,<music21.note.Note G>,note,131054985443280,0.25,25.25
8,,<music21.note.Note E>,note,131054985444288,0.25,25.25
8,,<music21.note.Note A>,note,131054985443472,0.5,25.5
8,,<music21.note.Note F>,note,131054985444480,0.5,25.5
8,,<music21.note.Note G>,note,131054985443664,0.5,26.0
8,,<music21.note.Note E>,note,131054985444672,0.5,26.0
8,,<music21.note.Note F>,note,131054985443856,0.5,26.5
8,,<music21.note.Note D>,note,131054985444864,0.5,26.5
9,,<music21.note.Note E>,note,131054985445152,0.25,27.0
9,,<music21.note.Note C>,note,131055018632464,0.25,27.0
9,,<music21.note.Rest dotted-half>,note,131054984005536,3.0,27.0
9,,<music21.note.Note F>,note,131054985445344,0.25,27.25
9,,<music21.note.Note D>,note,131055018632272,0.25,27.25
9,,<music21.note.Note G>,note,131054985822432,0.25,27.5
9,,<music21.note.Note E>,note,131055018632080,0.25,27.5
9,,<music21.note.Note A>,note,131054985822624,0.25,27.75
9,,<music21.note.Note F>,note,131055018631888,0.25,27.75
9,,<music21.note.Note B->,note,131054985822816,0.25,28.0
9,,<music21.note.Note G>,note,131055018631696,0.25,28.0
9,,<music21.note.Note C>,note,131054986995776,0.25,28.25
9,,<music21.note.Note A>,note,131055018631504,0.25,28.25
9,,<music21.note.Note D>,note,131054986843328,0.5,28.5
9,,<music21.note.Note B->,note,131055018631312,0.5,28.5
9,,<music21.note.Note C>,note,131054989718112,0.5,29.0
9,,<music21.note.Note A>,note,131055018631120,0.5,29.0
9,,<music21.note.Note B->,note,131055018632896,0.5,29.5
9,,<music21.note.Note G>,note,131055018630928,0.5,29.5
10,,<music21.note.Note A>,note,131055018630592,0.5,30.0
10,,<music21.note.Note F>,note,131055018628912,0.5,30.0
10,,<music21.note.Rest dotted-half>,note,131054984005776,3.0,30.0
10,,<music21.note.Note B->,note,131055018630400,0.25,30.5
10,,<music21.note.Note G>,note,131055029072288,0.25,30.5
10,,<music21.note.Note C>,note,131055018630208,0.25,30.75
10,,<music21.note.Note A>,note,131055013456512,0.25,30.75
10,,<music21.note.Note D>,note,131055018630016,0.25,31.0
10,,<music21.note.Note B->,note,131055013448304,0.25,31.0
10,,<music21.note.Note E>,note,131055018629824,0.25,31.25
10,,<music21.note.Note C>,note,131055013448064,0.25,31.25
10,,<music21.note.Note F>,note,131055018629632,0.5,31.5
10,,<music21.note.Note D>,note,131054985823008,0.5,31.5
10,,<music21.note.Note E>,note,131055018629440,0.5,32.0
10,,<music21.note.Note C>,note,131054985823200,0.5,32.0
10,,<music21.note.Note D>,note,131055018629248,0.5,32.5
10,,<music21.note.Note B->,note,131054985823392,0.5,32.5
11,,<music21.note.Note C>,note,131054985823680,0.25,33.0
11,,<music21.note.Note A>,note,131054985825648,0.25,33.0
11,,<music21.note.Rest dotted-half>,note,131054984005920,3.0,33.0
11,,<music21.note.Note D>,note,131054985823872,0.25,33.25
11,,<music21.note.Note B->,note,131054985825840,0.25,33.25
11,,<music21.note.Note E>,note,131054985824064,0.25,33.5
11,,<music21.note.Note C>,note,131054985826032,0.25,33.5
11,,<music21.note.Note F>,note,131054985824256,0.25,33.75
11,,<music21.note.Note D>,note,131054985826224,0.25,33.75
11,,<music21.note.Note G>,note,131054985824448,0.25,34.0
11,,<music21.note.Note E>,note,131054985826416,0.25,34.0
11,,<music21.note.Note A>,note,131054985824640,0.125,34.25
11,,<music21.note.Note F>,note,131054985826608,0.125,34.25
11,,<music21.note.Note B->,note,131054985824832,0.125,34.375
11,,<music21.note.Note G>,note,131054985826800,0.125,34.375
11,,<music21.note.Note C>,note,131054985825024,0.5,34.5
11,,<music21.note.Note A>,note,131054985826992,0.5,34.5
11,,<music21.note.Note B->,note,131054985825216,0.5,35.0
11,,<music21.note.Note G>,note,131054985827184,0.5,35.0
11,,<music21.note.Note A>,note,131054985825408,0.5,35.5
11,,<music21.note.Note F>,note,131054985827376,0.5,35.5
12,,<music21.note.Note G>,note,131054985827664,1.5,36.0
12,,<music21.note.Note C>,note,131054985828672,1.5,36.0
12,,<music21.note.Rest quarter>,note,131054985828864,1.0,36.0
12,,<music21.note.Rest dotted-quarter>,note,131054985829392,1.5,36.0
12,,<music21.note.Rest quarter>,note,131054984006112,1.0,36.0
12,,<music21.note.Rest dotted-quarter>,note,131054984006592,1.5,36.0
12,,<music21.note.Rest dotted-half>,note,131054984006736,3.0,36.0
12,,<music21.note.Rest eighth>,note,131054985829008,0.5,37.0
12,,<music21.note.Rest eighth>,note,131054984006256,0.5,37.0
12,,<music21.note.Note G>,note,131054985828000,0.5,37.5
12,,<music21.note.Rest quarter>,note,131054985829104,1.0,37.5
12,,<music21.chord.Chord E4 G4>,note,131054985829488,1.5,37.5
12,,<music21.note.Rest quarter>,note,131054984006352,1.0,37.5
12,,<music21.note.Note C>,note,131054985828240,0.5,38.0
12,,<music21.note.Note C>,note,131054985828432,0.5,38.5
12,,<music21.note.Rest eighth>,note,131054985829200,0.5,38.5
12,,<music21.note.Rest eighth>,note,131054984006448,0.5,38.5
13,,<music21.note.Note D>,note,131054985830016,1.0,39.0
13,,<music21.chord.Chord F4 A4>,note,131054985831024,1.5,39.0
13,,<music21.note.Rest dotted-half>,note,131054984006880,3.0,39.0
13,,<music21.note.Note C>,note,131054985830256,0.5,40.0
13,,<music21.note.Note C>,note,131054985830448,0.5,40.5
13,,<music21.chord.Chord E4 G4>,note,131054985831456,1.5,40.5
13,,<music21.note.Note C>,note,131054985830640,0.5,41.0
13,,<music21.note.Note C>,note,131054985830832,0.5,41.5
14,,<music21.note.Note D>,note,131054985831984,1.0,42.0
14,,<music21.chord.Chord F4 A4>,note,131054985833040,1.5,42.0
14,,<music21.note.Rest quarter>,note,131054985833472,1.0,42.0
14,,<music21.note.Rest dotted-quarter>,note,131054985834336,1.5,42.0
14,,<music21.note.Rest quarter>,note,131054984007072,1.0,42.0
14,,<music21.note.Rest dotted-quarter>,note,131054984007360,1.5,42.0
14,,<music21.note.Rest dotted-half>,note,131054984007504,3.0,42.0
14,,<music21.note.Note C>,note,131054985832224,0.5,43.0
14,,<music21.note.Rest eighth>,note,131054985833616,0.5,43.0
14,,<music21.note.Rest eighth>,note,131054984007216,0.5,43.0
14,,<music21.note.Note C>,note,131054985832416,0.5,43.5
14,,<music21.note.Note E>,note,131054985833712,0.5,43.5
14,,<music21.note.Note G>,note,131054985834432,1.5,43.5
14,,<music21.note.Note C>,note,131054985832608,0.5,44.0
14,,<music21.note.Note D>,note,131054985833904,0.5,44.0
14,,<music21.note.Note B->,note,131054985832800,0.5,44.5
14,,<music21.note.Note C>,note,131054985834096,0.5,44.5
15,,<music21.note.Note A>,note,131054985834768,0.5,45.0
15,,<music21.note.Note A>,note,131054985835968,1.5,45.0
15,,<music21.note.Note F>,note,131054985836448,1.0,45.0
15,,<music21.note.Rest quarter>,note,131054984008176,1.0,45.0
15,,<music21.note.Note G>,note,131054985834960,0.5,45.5
15,,<music21.note.Note F>,note,131054985835152,0.5,46.0
15,,<music21.note.Rest eighth>,note,131054985836640,0.5,46.0
15,,<music21.note.Rest eighth>,note,131054984008032,0.5,46.0
15,,<music21.note.Note B->,note,131054984008272,0.5,46.0
15,,<music21.note.Note F>,note,131054985835344,0.5,46.5
15,,<music21.note.Rest quarter>,note,131054985836208,1.0,46.5
15,,<music21.note.Note A>,note,131054985836736,1.0,46.5
15,,<music21.note.Rest quarter>,note,131054984007792,1.0,46.5
15,,<music21.note.Note C>,note,131054984008464,1.5,46.5
15,,<music21.note.Note G>,note,131054985835536,0.5,47.0
15,,<music21.note.Note E>,note,131054985835728,0.5,47.5
15,,<music21.note.Rest eighth>,note,131054985836304,0.5,47.5
15,,<music21.note.Note G>,note,131054985836976,0.5,47.5
15,,<music21.note.Rest eighth>,note,131054984007888,0.5,47.5
16,,<music21.note.Note F>,note,131054985837264,1.5,48.0
16,,<music21.note.Note F>,note,131054985838272,0.5,48.0
16,,<music21.note.Rest dotted-half>,note,131054984009184,3.0,48.0
16,,<music21.note.Note C>,note,131054985838464,0.5,48.5
16,,<music21.note.Note F>,note,131054984008752,0.5,49.0
16,,<music21.note.Note F>,note,131054985837600,0.5,49.5
16,,<music21.note.Note C>,note,131054984008944,1.5,49.5
16,,<music21.note.Note G>,note,131054985837840,0.5,50.0
16,,<music21.note.Note C>,note,131054985838032,0.5,50.5
17,,<music21.note.Note A>,note,131054986281184,1.5,51.0
17,,<music21.note.Note F>,note,131054986282144,1.5,51.0
17,,<music21.note.Note F>,note,131054984009520,0.5,51.0
17,,<music21.note.Note C>,note,131054984009712,0.5,51.5
17,,<music21.note.Note F>,note,131054984009904,0.5,52.0
17,,<music21.note.Note A>,note,131054986281472,0.5,52.5
17,,<music21.note.Note F>,note,131054986282480,1.0,52.5
17,,<music21.note.Note C>,note,131054984010096,1.5,52.5
17,,<music21.note.Note G>,note,131054986281712,0.5,53.0
17,,<music21.note.Note C>,note,131054986281904,0.5,53.5
17,,<music21.note.Rest eighth>,note,131054986282720,0.5,53.5
17,,<music21.note.Rest eighth>,note,131054984009376,0.5,53.5
18,,<music21.note.Note A>,note,131054986282912,1.5,54.0
18,,<music21.note.Note F>,note,131054986283872,1.5,54.0
18,,<music21.note.Note F>,note,131054984010336,0.5,54.0
18,,<music21.note.Note C>,note,131054984010528,0.5,54.5
18,,<music21.note.Note F>,note,131054984010720,0.5,55.0
18,,<music21.note.Note A>,note,131054986283200,0.5,55.5
18,,<music21.note.Note F>,note,131054986284208,1.0,55.5
18,,<music21.note.Note C>,note,131054984010912,1.0,55.5
18,,<music21.note.Note G>,note,131054986283440,0.5,56.0
18,,<music21.note.Note C>,note,131054986283632,0.5,56.5
18,,<music21.note.Note E>,note,131054986284448,0.5,56.5
18,,<music21.note.Rest eighth>,note,131054984011104,0.5,56.5
19,,<music21.note.Note F>,note,131054986284736,0.5,57.0
19,,<music21.note.Note F>,note,131054986286032,1.0,57.0
19,,<music21.note.Note A>,note,131054986286800,0.5,57.0
19,,<music21.note.Rest quarter>,note,131054984011440,1.0,57.0
19,,<music21.note.Note G>,note,131054986284928,0.5,57.5
19,,<music21.note.Note B->,note,131054986286992,0.5,57.5
19,,<music21.note.Note A>,note,131054986285120,0.5,58.0
19,,<music21.note.Rest eighth>,note,131054986286224,0.5,58.0
19,,<music21.note.Note C>,note,131054986287184,0.5,58.0
19,,<music21.note.Rest eighth>,note,131054984011296,0.5,58.0
19,,<music21.note.Rest eighth>,note,131054984011536,0.5,58.0
19,,<music21.note.Note A>,note,131054986285360,0.5,58.5
19,,<music21.chord.Chord D4 F4>,note,131054986286320,1.5,58.5
19,,<music21.note.Note C>,note,131054986287424,0.5,58.5
19,,<music21.note.Note B->,note,131054984011632,1.5,58.5
19,,<music21.note.Note G>,note,131054986285600,0.5,59.0
19,,<music21.note.Note B->,note,131054986287664,0.5,59.0
19,,<music21.note.Note F>,note,131054986285792,0.5,59.5
19,,<music21.note.Note A>,note,131054986287856,0.5,59.5
20,,<music21.note.Note G>,note,131054986288192,0.25,60.0
20,,<music21.note.Note C>,note,131054986290544,1.5,60.0
20,,<music21.note.Note C>,note,131054984012256,1.5,60.0
20,,<music21.note.Note F>,note,131054986288384,0.25,60.25
20,,<music21.note.Note E>,note,131054986288576,0.25,60.5
20,,<music21.note.Note D>,note,131054986288768,0.25,60.75
20,,<music21.note.Note C>,note,131054986288960,0.25,61.0
20,,<music21.note.Note B->,note,131054986289152,0.25,61.25
20,,<music21.note.Note A>,note,131054986289344,0.25,61.5
20,,<music21.note.Rest quarter>,note,131054986290736,1.0,61.5
20,,<music21.note.Rest quarter>,note,131054984012016,1.0,61.5
20,,<music21.note.Rest quarter>,note,131054984012448,1.0,61.5
20,,<music21.note.Note G>,note,131054986289536,0.25,61.75
20,,<music21.note.Note F>,note,131054986289728,0.25,62.0
20,,<music21.note.Note E>,note,131054986289920,0.25,62.25
20,,<music21.note.Note D>,note,131054986290112,0.25,62.5
20,,<music21.note.Rest eighth>,note,131054986290832,0.5,62.5
20,,<music21.note.Rest eighth>,note,131054984012112,0.5,62.5
20,,<music21.note.Rest eighth>,note,131054984012544,0.5,62.5
20,,<music21.note.Note C>,note,131054986290304,0.25,62.75
21,,<music21.note.Note A>,note,131054986291024,1.5,63.0
21,,<music21.note.Note F>,note,131054986291984,1.5,63.0
21,,<music21.note.Note F>,note,131054984012976,0.5,63.0
21,,<music21.note.Note C>,note,131054984013168,0.5,63.5
21,,<music21.note.Note F>,note,131054984013360,0.5,64.0
21,,<music21.note.Note A>,note,131054986291312,0.5,64.5
21,,<music21.note.Note F>,note,131054986292272,0.5,64.5
21,,<music21.note.Note C>,note,131054984013552,1.5,64.5
21,,<music21.note.Note G>,note,131054986291552,0.5,65.0
21,,<music21.note.Rest eighth>,note,131054986292512,0.5,65.0
21,,<music21.note.Rest eighth>,note,131054984012736,0.5,65.0
21,,<music21.note.Note C>,note,131054986291744,0.5,65.5
21,,<music21.note.Rest eighth>,note,131054986292608,0.5,65.5
21,,<music21.note.Rest eighth>,note,131054984012832,0.5,65.5
22,,<music21.note.Note A>,note,131054986292800,1.5,66.0
22,,<music21.note.Note F>,note,131054986293760,1.5,66.0
22,,<music21.note.Note F>,note,131054984014080,0.5,66.0
22,,<music21.note.Note C>,note,131054984014272,0.5,66.5
22,,<music21.note.Note F>,note,131054984014464,0.5,67.0
22,,<music21.note.Note A>,note,131054986293088,0.5,67.5
22,,<music21.note.Note F>,note,131054986294096,0.5,67.5
22,,<music21.note.Note C>,note,131054984014656,1.5,67.5
22,,<music21.note.Note G>,note,131054986293328,0.5,68.0
22,,<music21.note.Rest eighth>,note,131054986294336,0.5,68.0
22,,<music21.note.Rest eighth>,note,131054984013840,0.5,68.0
22,,<music21.note.Note C>,note,131054986293520,0.5,68.5
22,,<music21.note.Rest eighth>,note,131054986294432,0.5,68.5
22,,<music21.note.Rest eighth>,note,131054984013936,0.5,68.5
23,,<music21.note.Note A>,note,131054986294624,0.5,69.0
23,,<music21.note.Note F>,note,131054986295824,1.0,69.0
23,,<music21.note.Note F>,note,131054984014896,1.0,69.0
23,,<music21.note.Note G>,note,131054986294816,0.5,69.5
23,,<music21.note.Note F>,note,131054986295008,0.5,70.0
23,,<music21.note.Note D>,note,131054986296016,0.5,70.0
23,,<music21.note.Note B->,note,131054984015088,0.5,70.0
23,,<music21.note.Note A>,note,131054986295200,0.5,70.5
23,,<music21.note.Note F>,note,131054986296208,0.5,70.5
23,,<music21.note.Note C>,note,131054984015280,1.0,70.5
23,,<music21.note.Note B->,note,131054986295392,0.5,71.0
23,,<music21.note.Note G>,note,131054986296400,0.5,71.0
23,,<music21.note.Note G>,note,131054986295584,0.5,71.5
23,,<music21.note.Note E>,note,131054986296592,0.5,71.5
23,,<music21.note.Note C>,note,131054984015472,0.5,71.5
24,,<music21.note.Note F>,note,131054987206128,0.5,72.0
24,,<music21.note.Note F>,note,131054984015856,1.5,72.0
24,,<music21.note.Note G>,note,131054986296976,0.125,72.5
24,,<music21.note.Note A>,note,131054986297168,0.125,72.625
24,,<music21.note.Note B->,note,131054984544336,0.125,72.75
24,,<music21.note.Note C>,note,131054984544528,0.125,72.875
24,,<music21.note.Note D>,note,131054984544720,0.125,73.0
24,,<music21.note.Note E>,note,131054984544912,0.125,73.125
24,,<music21.note.Note F>,note,131054984545104,0.125,73.25
24,,<music21.note.Note G>,note,131054987206464,0.125,73.375
24,,<music21.note.Note A>,note,131054984545296,0.5,73.5
24,,<music21.chord.Chord F2 F3>,note,131054984016048,1.5,73.5
24,,<music21.note.Note C>,note,131054984545488,0.5,74.0
24,,<music21.note.Note C>,note,131054984545680,0.5,74.5
24,24,<music21.spanner.Slur <music21.note.Note F><music21.note.Note G>>,slur,131054993464720,1.375,0.0
25,,<music21.note.Note A>,note,131054984545920,0.5,75.0
25,,<music21.chord.Chord F2 F3>,note,131054984016528,1.5,75.0
25,,<music21.note.Note C>,note,131054984546112,0.5,75.5
25,,<music21.note.Note C>,note,131054984546304,0.5,76.0
25,,<music21.note.Note A>,note,131054984546496,0.5,76.5
25,,<music21.chord.Chord F2 F3>,note,131054984016960,1.5,76.5
25,,<music21.note.Note C>,note,131054984546688,0.5,77.0
25,,<music21.note.Note C>,note,131054984546880,0.5,77.5
26,,<music21.note.Note A>,note,131054984547120,1.5,78.0
26,,<music21.note.Note F>,note,131054984547648,1.5,78.0
26,,<music21.chord.Chord F2 F3>,note,131054984017440,1.5,78.0
26,,<music21.note.Note A>,note,131054984547360,1.0,79.5
26,,<music21.note.Note F>,note,131054984547936,1.0,79.5
26,,<music21.chord.Chord F2 F3>,note,131054984018064,1.0,79.5
26,,<music21.note.Note C>,note,131054984548848,0.5,80.5
26,,<music21.note.Rest dotted-half>,note,131054984018736,3.0,80.5
27,,<music21.note.Note F>,note,131054984549136,0.5,83.5
27,,<music21.note.Note C>,note,131054984550336,1.5,83.5
27,,<music21.chord.Chord F3 A3>,note,131054984018880,1.5,83.5
27,,<music21.note.Note G>,note,131054984549328,0.5,84.0
27,,<music21.note.Note A>,note,131054984549520,0.5,84.5
27,,<music21.note.Note G>,note,131054984549712,0.5,85.0
27,,<music21.note.Note C>,note,131054984550528,1.5,85.0
27,,<music21.chord.Chord E3 G3>,note,131054984019312,1.5,85.0
27,,<music21.note.Note A>,note,131054984549904,0.5,85.5
27,,<music21.note.Note B->,note,131054984550096,0.5,86.0
28,,<music21.note.Note A>,note,131054984550864,0.5,86.5
28,,<music21.note.Note C>,note,131054984552208,1.5,86.5
28,,<music21.chord.Chord F3 A3>,note,131054984019888,1.5,86.5
28,,<music21.note.Note B->,note,131054984551056,0.5,87.0
28,,<music21.note.Note C>,note,131054984551248,0.5,87.5
28,,<music21.note.Note C>,note,131054984551536,0.5,88.0
28,,<music21.note.Note C>,note,131054984552400,1.5,88.0
28,,<music21.chord.Chord E-3 G3>,note,131054982381984,1.5,88.0
28,,<music21.note.Note D>,note,131054984551776,0.5,88.5
28,,<music21.note.Note E->,note,131054984551968,0.5,89.0
29,,<music21.note.Note G>,note,131054984552688,0.5,89.5
29,,<music21.note.Note D>,note,131054984553888,1.5,89.5
29,,<music21.chord.Chord D3 A3>,note,131054982382464,1.5,89.5
29,,<music21.note.Note F#>,note,131054984552880,0.5,90.0
29,,<music21.note.Note G>,note,131054984553072,0.5,90.5
29,,<music21.note.Note A>,note,131054984553264,0.5,91.0
29,,<music21.note.Note D>,note,131054984554080,1.5,91.0
29,,<music21.chord.Chord F#3 A3>,note,131054982382512,1.5,91.0
29,,<music21.note.Note B->,note,131054984553456,0.5,91.5
29,,<music21.note.Note C>,note,131054984553648,0.5,92.0
30,,<music21.note.Note B->,note,131054984554368,0.5,92.5
30,,<music21.note.Note D>,note,131054984555712,1.5,92.5
30,,<music21.chord.Chord G3 B-3>,note,131054982383376,1.5,92.5
30,,<music21.note.Note C>,note,131054984554560,0.5,93.0
30,,<music21.note.Note D>,note,131054984554752,0.5,93.5
30,,<music21.note.Note D>,note,131054984555040,0.5,94.0
30,,<music21.note.Note D>,note,131054984555904,1.5,94.0
30,,<music21.chord.Chord F3 A3>,note,131054982383808,1.5,94.0
30,,<music21.note.Note E>,note,131054984555280,0.5,94.5
30,,<music21.note.Note F>,note,131054984555472,0.5,95.0
31,,<music21.note.Note A>,note,131054984556192,0.5,95.5
31,,<music21.note.Note E>,note,131054984557392,1.5,95.5
31,,<music21.chord.Chord E3 B3>,note,131054982384288,1.5,95.5
31,,<music21.note.Note G#>,note,131054984556384,0.5,96.0
31,,<music21.note.Note A>,note,131054984556576,0.5,96.5
31,,<music21.note.Note B>,note,131054984556768,0.5,97.0
31,,<music21.note.Note E>,note,131054984557584,1.5,97.0
31,,<music21.chord.Chord G#3 B3>,note,131054982384720,1.5,97.0
31,,<music21.note.Note C#>,note,131054984556960,0.5,97.5
31,,<music21.note.Note D>,note,131054984557152,0.5,98.0
32,,<music21.note.Note C#>,note,131054984557872,0.5,98.5
32,,<music21.note.Note E>,note,131054984559216,1.5,98.5
32,,<music21.chord.Chord A3 C#4>,note,131054982385488,1.5,98.5
32,,<music21.note.Note D>,note,131054984558064,0.5,99.0
32,,<music21.note.Note E>,note,131054984558256,0.5,99.5
32,,<music21.note.Note E>,note,131054984558544,0.5,100.0
32,,<music21.note.Rest quarter>,note,131054984559408,1.0,100.0
32,,<music21.note.Rest quarter>,note,131054982385248,1.0,100.0
32,,<music21.chord.Chord C#3 E3 A3>,note,131054982385920,1.5,100.0
32,,<music21.note.Note F>,note,131054984558784,0.5,100.5
32,,<music21.note.Note G>,note,131054984558976,0.5,101.0
32,,<music21.note.Rest eighth>,note,131054984559504,0.5,101.0
32,,<music21.note.Rest eighth>,note,131054982385344,0.5,101.0
33,,<music21.note.Note F>,note,131054984559696,0.5,101.5
33,,<music21.chord.Chord D3 A3 D4>,note,131054982386688,1.5,101.5
33,,<music21.note.Note E>,note,131054984559936,0.5,102.0
33,,<music21.note.Note D>,note,131054984560128,0.5,102.5
33,,<music21.note.Note A>,note,131054984560320,0.5,103.0
33,,<music21.chord.Chord F3 D4>,note,131054982387312,1.0,103.0
33,,<music21.note.Note G>,note,131054984560512,0.5,103.5
33,,<music21.note.Note F>,note,131054984904832,0.5,104.0
33,,<music21.note.Note G>,note,131054982387744,0.5,104.0
34,,<music21.note.Note E>,note,131054984905072,1.5,104.5
34,,<music21.note.Note A>,note,131054982387984,0.5,104.5
34,,<music21.note.Note E>,note,131054982388176,0.5,105.0
34,,<music21.note.Note C#>,note,131054982388368,0.5,105.5
34,,<music21.note.Note E>,note,131054984905408,0.5,106.0
34,,<music21.note.Note A>,note,131054982388560,1.5,106.0
34,,<music21.note.Note A>,note,131054984905648,0.5,106.5
34,,<music21.note.Note A>,note,131054984905840,0.5,107.0
