id,object,measure,type
morgan1,<music21.note.Rest dotted-whole>,1,GeneralNote
morgan2,<music21.note.Note B->,1,GeneralNote
morgan3,<music21.articulations.Fingering 2>,1,Fingering
morgan4,<music21.chord.Chord E-4 G-4>,1,GeneralNote
morgan5,<music21.articulations.Fingering 5>,1,Fingering
morgan6,<music21.articulations.Fingering 3>,1,Fingering
morgan7,<music21.note.Rest dotted-whole>,1,GeneralNote
morgan8,<music21.note.Rest quarter>,1,GeneralNote
morgan9,<music21.chord.Chord E-4 G-4>,1,GeneralNote
morgan10,<music21.note.Rest eighth>,1,GeneralNote
morgan11,<music21.note.Note B->,1,GeneralNote
morgan12,<music21.articulations.Fingering 1>,1,Fingering
morgan13,<music21.note.Note E->,1,GeneralNote
morgan14,<music21.articulations.Fingering 2>,1,Fingering
morgan15,<music21.chord.Chord E-4 G-4>,1,GeneralNote
morgan16,<music21.note.Note G->,1,GeneralNote
morgan1120,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note C->>,1,Slur
morgan1162,<music21.dynamics.Dynamic pp>,1,DynamicPoint
morgan1220,<music21.expressions.TextExpression 'Lento'>,1,TextExpression
morgan1228,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,TempoIndication
morgan1229,<music21.tempo.MetronomeMark largo Half=48>,1,TempoIndication
morgan1230,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,MetronomeMark
morgan1231,<music21.tempo.MetronomeMark largo Half=48>,1,MetronomeMark
morgan17,<music21.note.Rest dotted-whole>,2,GeneralNote
morgan18,<music21.note.Note C->,2,GeneralNote
morgan19,<music21.chord.Chord E-4 A-4>,2,GeneralNote
morgan20,<music21.note.Rest dotted-whole>,2,GeneralNote
morgan21,<music21.note.Rest quarter>,2,GeneralNote
morgan22,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
morgan23,<music21.note.Rest eighth>,2,GeneralNote
morgan24,<music21.note.Note E->,2,GeneralNote
morgan25,<music21.articulations.Fingering 2>,2,Fingering
morgan26,<music21.note.Note A->,2,GeneralNote
morgan27,<music21.articulations.Fingering 4>,2,Fingering
morgan28,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
morgan29,<music21.note.Note C->,2,GeneralNote
morgan1121,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note D>>,2,Slur
morgan1181,<music21.dynamics.Crescendo <music21.note.Note E-><music21.note.Note D>>,2,DynamicRegion
morgan30,<music21.note.Rest half>,3,GeneralNote
morgan31,<music21.note.Note D>,3,GeneralNote
morgan32,<music21.chord.Chord E-4 F4 A-4>,3,GeneralNote
morgan33,<music21.articulations.Fingering 4>,3,Fingering
morgan34,<music21.articulations.Fingering 3>,3,Fingering
morgan35,<music21.articulations.Fingering 1>,3,Fingering
morgan36,<music21.note.Rest dotted-whole>,3,GeneralNote
morgan37,<music21.note.Rest quarter>,3,GeneralNote
morgan38,<music21.note.Rest quarter>,3,GeneralNote
morgan39,<music21.note.Rest quarter>,3,GeneralNote
morgan40,<music21.note.Rest quarter>,3,GeneralNote
morgan41,<music21.chord.Chord D4 F4 A-4>,3,GeneralNote
morgan42,<music21.note.Rest eighth>,3,GeneralNote
morgan43,<music21.note.Rest eighth>,3,GeneralNote
morgan44,<music21.note.Rest eighth>,3,GeneralNote
morgan45,<music21.note.Note F>,3,GeneralNote
morgan46,<music21.note.Note A->,3,GeneralNote
morgan47,<music21.articulations.Fingering 1>,3,Fingering
morgan48,<music21.note.Note A->,3,GeneralNote
morgan49,<music21.articulations.Fingering 132>,3,Fingering
morgan50,<music21.chord.Chord D4 F4>,3,GeneralNote
morgan51,<music21.articulations.Fingering 4>,3,Fingering
morgan52,<music21.articulations.Fingering 2>,3,Fingering
morgan53,<music21.note.Note B->,3,GeneralNote
morgan54,<music21.articulations.Fingering 3>,3,Fingering
morgan55,<music21.note.Note A->,3,GeneralNote
morgan56,<music21.articulations.Fingering 2>,3,Fingering
morgan57,<music21.note.Rest quarter>,3,GeneralNote
morgan58,<music21.note.Note A->,3,GeneralNote
morgan59,<music21.note.Note G->,3,GeneralNote
morgan60,<music21.articulations.Fingering 1>,3,Fingering
morgan61,<music21.note.Note A->,3,GeneralNote
morgan62,<music21.articulations.Fingering 3>,3,Fingering
morgan63,<music21.note.Note B->,3,GeneralNote
morgan64,<music21.articulations.Fingering 4>,3,Fingering
morgan1122,<music21.spanner.Slur <music21.note.Note F><music21.note.Note G->>,3,Slur
morgan1183,<music21.dynamics.Diminuendo <music21.note.Note A-><music21.note.Note B->>,3,DynamicRegion
morgan65,<music21.note.Note G->,4,GeneralNote
morgan66,<music21.articulations.Fingering 1>,4,Fingering
morgan67,<music21.note.Note G->,4,GeneralNote
morgan68,<music21.note.Note E->,4,GeneralNote
morgan69,<music21.note.Rest half>,4,GeneralNote
morgan70,<music21.note.Note A->,4,GeneralNote
morgan71,<music21.articulations.Fingering 3>,4,Fingering
morgan72,<music21.note.Note G->,4,GeneralNote
morgan73,<music21.articulations.Fingering 2>,4,Fingering
morgan74,<music21.note.Note A->,4,GeneralNote
morgan75,<music21.articulations.Fingering 3>,4,Fingering
morgan76,<music21.note.Note G->,4,GeneralNote
morgan77,<music21.note.Note A->,4,GeneralNote
morgan78,<music21.note.Note G->,4,GeneralNote
morgan79,<music21.note.Note A->,4,GeneralNote
morgan80,<music21.note.Note G->,4,GeneralNote
morgan81,<music21.articulations.Fingering 1>,4,Fingering
morgan82,<music21.note.Note F>,4,GeneralNote
morgan83,<music21.articulations.Fingering 2>,4,Fingering
morgan84,<music21.note.Note F>,4,GeneralNote
morgan85,<music21.articulations.Tenuto>,4,Articulation
morgan86,<music21.note.Note E->,4,GeneralNote
morgan87,<music21.articulations.Fingering 1>,4,Fingering
morgan88,<music21.note.Note E->,4,GeneralNote
morgan89,<music21.articulations.Tenuto>,4,Articulation
morgan90,<music21.note.Rest half>,4,GeneralNote
morgan91,<music21.note.Rest half>,4,GeneralNote
morgan92,<music21.note.Note G->,4,GeneralNote
morgan93,<music21.note.Rest quarter>,4,GeneralNote
morgan94,<music21.note.Rest eighth>,4,GeneralNote
morgan95,<music21.note.Note B->,4,GeneralNote
morgan96,<music21.note.Rest half>,4,GeneralNote
morgan97,<music21.note.Note G->,4,GeneralNote
morgan98,<music21.chord.Chord G-4 B-4 E-5>,4,GeneralNote
morgan99,<music21.note.Note G->,4,GeneralNote
morgan100,<music21.note.Note E->,4,GeneralNote
morgan1123,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note B->>,4,Slur
morgan101,<music21.note.Rest dotted-whole>,5,GeneralNote
morgan102,<music21.chord.Chord G-4 B-4 D-5 G-5>,5,GeneralNote
morgan103,<music21.note.Note B->,5,GeneralNote
morgan104,<music21.note.Rest quarter>,5,GeneralNote
morgan105,<music21.chord.Chord B-2 D-3 G-3 B-3>,5,GeneralNote
morgan106,<music21.note.Rest 16th>,5,GeneralNote
morgan107,<music21.note.Note G->,5,GeneralNote
morgan108,<music21.note.Note F->,5,GeneralNote
morgan109,<music21.note.Note E->,5,GeneralNote
morgan110,<music21.note.Note F->,5,GeneralNote
morgan111,<music21.chord.Chord B-2 D-3 G-3 B-3>,5,GeneralNote
morgan112,<music21.note.Note D->,5,GeneralNote
morgan1124,<music21.spanner.Slur <music21.note.Note G-><music21.chord.Chord E-4 G-4 C-5 E-5>>,5,Slur
morgan1163,<music21.dynamics.Dynamic p>,5,DynamicPoint
morgan113,<music21.note.Rest dotted-whole>,6,GeneralNote
morgan114,<music21.chord.Chord E-4 G-4 C-5 E-5>,6,GeneralNote
morgan115,<music21.chord.Chord C-3 E-3 G-3 C-4>,6,GeneralNote
morgan116,<music21.chord.Chord G-4 C-5 E-5>,6,GeneralNote
morgan117,<music21.articulations.Fingering 4>,6,Fingering
morgan118,<music21.note.Rest quarter>,6,GeneralNote
morgan119,<music21.note.Rest eighth>,6,GeneralNote
morgan120,<music21.note.Note G->,6,GeneralNote
morgan121,<music21.articulations.Fingering 1>,6,Fingering
morgan122,<music21.chord.Chord G-4 C-5 E-5>,6,GeneralNote
morgan123,<music21.note.Note E->,6,GeneralNote
morgan124,<music21.articulations.Fingering 2>,6,Fingering
morgan125,<music21.note.Note C->,6,GeneralNote
morgan126,<music21.articulations.Fingering 3>,6,Fingering
morgan1125,<music21.spanner.Slur <music21.note.Note G-><music21.note.Note G>>,6,Slur
morgan1185,<music21.dynamics.Crescendo <music21.chord.Chord G-4 C-5 E-5><music21.chord.Chord B-4 E-5 B-5>>,6,DynamicRegion
morgan127,<music21.note.Rest dotted-whole>,7,GeneralNote
morgan128,<music21.chord.Chord B-4 E-5 B-5>,7,GeneralNote
morgan129,<music21.note.Note G>,7,GeneralNote
morgan130,<music21.note.Rest quarter>,7,GeneralNote
morgan131,<music21.chord.Chord G2 B-2 E-3 G3>,7,GeneralNote
morgan132,<music21.note.Rest 16th>,7,GeneralNote
morgan133,<music21.note.Note E->,7,GeneralNote
morgan134,<music21.articulations.Fingering 3>,7,Fingering
morgan135,<music21.note.Note D->,7,GeneralNote
morgan136,<music21.note.Note C->,7,GeneralNote
morgan137,<music21.note.Note D->,7,GeneralNote
morgan138,<music21.articulations.Fingering 4>,7,Fingering
morgan139,<music21.chord.Chord G2 B-2 E-3 G3>,7,GeneralNote
morgan140,<music21.note.Note B->,7,GeneralNote
morgan1126,<music21.spanner.Slur <music21.note.Note E-><music21.chord.Chord E-5 A-5 C-6>>,7,Slur
morgan141,<music21.note.Note C->,8,GeneralNote
morgan142,<music21.articulations.Fingering 1>,8,Fingering
morgan143,<music21.note.Note C->,8,GeneralNote
morgan144,<music21.articulations.Fingering 13>,8,Fingering
morgan145,<music21.note.Rest half>,8,GeneralNote
morgan146,<music21.note.Rest half>,8,GeneralNote
morgan147,<music21.note.Rest half>,8,GeneralNote
morgan148,<music21.note.Rest half>,8,GeneralNote
