id,object,measure,type
busoni2,<music21.chord.Chord E-4 G-4>,1,GeneralNote
busoni3,<music21.articulations.Tenuto>,1,Articulation
busoni4,<music21.note.Rest dotted-whole>,1,GeneralNote
busoni5,<music21.note.Rest dotted-whole>,1,GeneralNote
busoni6,<music21.note.Rest quarter>,1,GeneralNote
busoni7,<music21.chord.Chord E-4 G-4>,1,GeneralNote
busoni8,<music21.articulations.Tenuto>,1,Articulation
busoni9,<music21.note.Rest eighth>,1,GeneralNote
busoni10,<music21.note.Note B->,1,GeneralNote
busoni11,<music21.note.Note E->,1,GeneralNote
busoni12,<music21.chord.Chord E-4 G-4>,1,GeneralNote
busoni13,<music21.articulations.Tenuto>,1,Articulation
busoni14,<music21.note.Note G->,1,GeneralNote
busoni892,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note G->>,1,Slur
busoni981,<music21.expressions.TextExpression 'Lento'>,1,TextExpression
busoni982,"<music21.expressions.TextExpression 'weich, zart'>",1,TextExpression
busoni983,<music21.expressions.TextExpression 'dolcissimo...'>,1,TextExpression
busoni1020,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,TempoIndication
busoni1021,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,1,MetronomeMark
busoni15,<music21.note.Note C->,2,GeneralNote
busoni16,<music21.articulations.Tenuto>,2,Articulation
busoni17,<music21.chord.Chord E-4 A-4>,2,GeneralNote
busoni18,<music21.articulations.Tenuto>,2,Articulation
busoni19,<music21.note.Rest dotted-whole>,2,GeneralNote
busoni20,<music21.note.Rest dotted-whole>,2,GeneralNote
busoni21,<music21.note.Rest quarter>,2,GeneralNote
busoni22,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
busoni23,<music21.articulations.Tenuto>,2,Articulation
busoni24,<music21.note.Rest eighth>,2,GeneralNote
busoni25,<music21.note.Note E->,2,GeneralNote
busoni26,<music21.note.Note A->,2,GeneralNote
busoni27,<music21.chord.Chord E-4 A-4 C-5>,2,GeneralNote
busoni28,<music21.articulations.Tenuto>,2,Articulation
busoni29,<music21.note.Note C->,2,GeneralNote
busoni893,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note C->>,2,Slur
busoni30,<music21.note.Note D>,3,GeneralNote
busoni31,<music21.articulations.Tenuto>,3,Articulation
busoni32,<music21.chord.Chord E-4 F4 A-4>,3,GeneralNote
