measure_start,measure_end,object,value,id,quarterlength,offset,type
1,,<music21.note.Rest dotted-whole>,note,bartok1,6.0,0.0,GeneralNote
1,,<music21.note.Note B->,note,bartok2,2.0,0.0,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,bartok3,0.0,0.0,Fingering
1,,<music21.articulations.Tenuto>,tenuto,bartok4,0.0,0.0,Articulation
1,,<music21.chord.Chord E-4 G-4>,note,bartok5,2.0,0.0,GeneralNote
1,,<music21.articulations.Fingering 5>,fingering,bartok6,0.0,0.0,Fingering
1,,<music21.articulations.Tenuto>,tenuto,bartok7,0.0,0.0,Articulation
1,,<music21.articulations.Fingering 3>,fingering,bartok8,0.0,0.0,Fingering
1,,<music21.note.Rest dotted-whole>,note,bartok9,6.0,0.0,GeneralNote
1,,<music21.note.Rest quarter>,note,bartok10,1.0,2.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,bartok11,2.0,2.0,GeneralNote
1,,<music21.articulations.Tenuto>,tenuto,bartok12,0.0,0.0,Articulation
1,,<music21.note.Rest eighth>,note,bartok13,0.5,3.0,GeneralNote
1,,<music21.note.Note B->,note,bartok14,0.5,3.5,GeneralNote
1,,<music21.articulations.Fingering 1>,fingering,bartok15,0.0,0.0,Fingering
1,,<music21.note.Note E->,note,bartok16,1.5,4.0,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,bartok17,0.0,0.0,Fingering
1,,<music21.chord.Chord E-4 G-4>,note,bartok18,2.0,4.0,GeneralNote
1,,<music21.articulations.Tenuto>,tenuto,bartok19,0.0,0.0,Articulation
1,,<music21.note.Note G->,note,bartok20,0.5,5.5,GeneralNote
1,2,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note C->>,slur,bartok1063,2.5,0.0,Slur
1,,<music21.dynamics.Dynamic pp>,pp,bartok1116,,,DynamicPoint
1,,<music21.expressions.TextExpression 'Lento'>,Lento,bartok1205,0.0,0.0,TextExpression
1,,<music21.expressions.TextExpression 'molto espr...'>,molto espressivo,bartok1206,0.0,0.0,TextExpression
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None,bartok1230,0.0,0.0,TempoIndication
1,,<music21.tempo.MetronomeMark andante Quarter=72>,andante,bartok1231,0.0,0.0,TempoIndication
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None None,bartok1232,0.0,0.0,MetronomeMark
1,,<music21.tempo.MetronomeMark andante Quarter=72>,andante 72,bartok1233,0.0,0.0,MetronomeMark
2,,<music21.note.Rest dotted-whole>,note,bartok21,6.0,6.0,GeneralNote
2,,<music21.note.Note C->,note,bartok22,2.0,6.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4>,note,bartok23,2.0,6.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,bartok24,0.0,0.0,Articulation
2,,<music21.note.Rest dotted-whole>,note,bartok25,6.0,6.0,GeneralNote
2,,<music21.note.Rest quarter>,note,bartok26,1.0,8.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4 C-5>,note,bartok27,2.0,8.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,bartok28,0.0,0.0,Articulation
2,,<music21.note.Rest eighth>,note,bartok29,0.5,9.0,GeneralNote
2,,<music21.note.Note E->,note,bartok30,0.5,9.5,GeneralNote
2,,<music21.articulations.Fingering 2>,fingering,bartok31,0.0,0.0,Fingering
2,,<music21.note.Note A->,note,bartok32,1.5,10.0,GeneralNote
2,,<music21.articulations.Fingering 4>,fingering,bartok33,0.0,0.0,Fingering
2,,<music21.chord.Chord E-4 A-4 C-5>,note,bartok34,2.0,10.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,bartok35,0.0,0.0,Articulation
2,,<music21.note.Note C->,note,bartok36,0.5,11.5,GeneralNote
2,3,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note D>>,slur,bartok1064,2.5,0.0,Slur
3,,<music21.note.Rest whole>,note,bartok37,4.0,12.0,GeneralNote
3,,<music21.note.Note D>,note,bartok38,2.0,12.0,GeneralNote
3,,<music21.articulations.Tenuto>,tenuto,bartok39,0.0,0.0,Articulation
3,,<music21.chord.Chord E-4 F4 A-4>,note,bartok40,2.0,12.0,GeneralNote
3,,<music21.articulations.Fingering 4>,fingering,bartok41,0.0,0.0,Fingering
3,,<music21.articulations.Tenuto>,tenuto,bartok42,0.0,0.0,Articulation
3,,<music21.articulations.Fingering 3>,fingering,bartok43,0.0,0.0,Fingering
3,,<music21.articulations.Fingering 1>,fingering,bartok44,0.0,0.0,Fingering
3,,<music21.note.Rest dotted-whole>,note,bartok45,6.0,12.0,GeneralNote
3,,<music21.note.Rest quarter>,note,bartok46,1.0,14.0,GeneralNote
3,,<music21.chord.Chord D4 F4 A-4>,note,bartok47,2.0,14.0,GeneralNote
3,,<music21.articulations.Tenuto>,tenuto,bartok48,0.0,0.0,Articulation
3,,<music21.note.Rest eighth>,note,bartok49,0.5,15.0,GeneralNote
3,,<music21.note.Note F>,note,bartok50,0.5,15.5,GeneralNote
3,,<music21.note.Note B->,note,bartok51,1/6,16.0,GeneralNote
3,,<music21.note.Note A->,note,bartok52,1.0,16.0,GeneralNote
3,,<music21.chord.Chord D4 F4>,note,bartok53,2.0,16.0,GeneralNote
3,,<music21.articulations.Fingering 4>,fingering,bartok54,0.0,0.0,Fingering
3,,<music21.articulations.Tenuto>,tenuto,bartok55,0.0,0.0,Articulation
3,,<music21.articulations.Fingering 2>,fingering,bartok56,0.0,0.0,Fingering
3,,<music21.note.Note A->,note,bartok57,1/6,97/6,GeneralNote
3,,<music21.note.Note B->,note,bartok58,1/6,49/3,GeneralNote
3,,<music21.note.Note A->,note,bartok59,0.5,16.5,GeneralNote
3,,<music21.note.Rest quarter>,note,bartok60,1.0,17.0,GeneralNote
3,,<music21.note.Note A->,note,bartok61,0.25,17.0,GeneralNote
3,,<music21.note.Note G->,note,bartok62,0.25,17.25,GeneralNote
