measure_start,measure_end,object,value,id,quarterlength,offset,type
0,,<music21.note.Rest eighth>,note,esposito1,0.5,0.0,GeneralNote
0,,<music21.note.Note A>,note,esposito2,0.5,0.0,GeneralNote
0,,<music21.note.Rest eighth>,note,esposito3,0.5,0.0,GeneralNote
0,,<music21.note.Rest eighth>,note,esposito4,0.5,0.0,GeneralNote
0,1,<music21.spanner.Slur <music21.note.Note A><music21.note.Note A>>,slur,esposito1284,3.0,0.0,Slur
0,,<music21.dynamics.Dynamic p>,p,esposito1366,,,DynamicPoint
0,,<music21.expressions.TextExpression 'Allegretto...'>,Allegretto tranquillo,esposito1438,0.0,0.0,TextExpression
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None,esposito1462,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark adagietto Dotted Quarter=66>,adagietto,esposito1463,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None None,esposito1464,0.0,0.0,MetronomeMark
0,,<music21.tempo.MetronomeMark adagietto Dotted Quarter=66>,adagietto 66,esposito1465,0.0,0.0,MetronomeMark
1,,<music21.note.Rest dotted-half>,note,esposito5,3.0,0.5,GeneralNote
1,,<music21.note.Note D>,note,esposito6,0.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,esposito7,0.0,0.0,Fingering
1,,<music21.chord.Chord D4 F4>,note,esposito8,1.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 4>,fingering,esposito9,0.0,0.0,Fingering
1,,<music21.articulations.Fingering 2>,fingering,esposito10,0.0,0.0,Fingering
1,,<music21.note.Rest dotted-half>,note,esposito11,3.0,0.5,GeneralNote
1,,<music21.note.Rest dotted-half>,note,esposito12,3.0,0.5,GeneralNote
1,,<music21.note.Note E>,note,esposito13,0.5,1.0,GeneralNote
1,,<music21.note.Note F>,note,esposito14,0.5,1.5,GeneralNote
1,,<music21.note.Note E>,note,esposito15,0.5,2.0,GeneralNote
1,,<music21.chord.Chord C#4 E4>,note,esposito16,1.5,2.0,GeneralNote
1,,<music21.note.Note A>,note,esposito17,0.5,2.5,GeneralNote
1,,<music21.note.Note A>,note,esposito18,0.5,3.0,GeneralNote
1,1,<music21.spanner.Slur <music21.chord.Chord D4 F4><music21.chord.Chord C#4 E4>>,slur,esposito1285,1.5,0.0,Slur
1,,<music21.expressions.TextExpression 'dolce'>,dolce,esposito1439,0.0,0.5,TextExpression
2,,<music21.note.Note F>,note,esposito19,3/26,3.5,GeneralNote
2,,<music21.note.Note F>,note,esposito20,1.5,3.5,GeneralNote
2,,<music21.articulations.Fingering 3>,fingering,esposito21,0.0,0.0,Fingering
2,,<music21.note.Note D>,note,esposito22,0.5,3.5,GeneralNote
2,,<music21.note.Rest dotted-half>,note,esposito23,3.0,3.5,GeneralNote
2,,<music21.note.Rest dotted-half>,note,esposito24,3.0,3.5,GeneralNote
2,,<music21.note.Note G>,note,esposito25,3/26,47/13,GeneralNote
2,,<music21.note.Note F>,note,esposito26,3/26,97/26,GeneralNote
2,,<music21.note.Note G>,note,esposito27,3/26,50/13,GeneralNote
2,,<music21.note.Note F>,note,esposito28,3/26,103/26,GeneralNote
2,,<music21.note.Note F>,note,esposito29,0.5,4.0,GeneralNote
2,,<music21.note.Note G>,note,esposito30,3/26,53/13,GeneralNote
2,,<music21.note.Note F>,note,esposito31,3/26,109/26,GeneralNote
2,,<music21.note.Note G>,note,esposito32,3/26,56/13,GeneralNote
2,,<music21.note.Note F>,note,esposito33,3/26,115/26,GeneralNote
2,,<music21.note.Note A>,note,esposito34,0.5,4.5,GeneralNote
2,,<music21.note.Note G>,note,esposito35,3/26,59/13,GeneralNote
2,,<music21.note.Note F>,note,esposito36,3/26,121/26,GeneralNote
2,,<music21.note.Note G>,note,esposito37,3/26,62/13,GeneralNote
2,,<music21.note.Note F>,note,esposito38,3/26,127/26,GeneralNote
2,,<music21.note.Rest quarter>,note,esposito39,1.0,5.0,GeneralNote
2,,<music21.note.Note E>,note,esposito40,1.0,5.0,GeneralNote
2,,<music21.note.Note C>,note,esposito41,0.5,5.0,GeneralNote
2,,<music21.note.Note F>,note,esposito42,0.5,5.5,GeneralNote
2,,<music21.note.Rest eighth>,note,esposito43,0.5,6.0,GeneralNote
2,,<music21.note.Note A>,note,esposito44,0.5,6.0,GeneralNote
2,,<music21.articulations.Fingering 4>,fingering,esposito45,0.0,0.0,Fingering
2,,<music21.note.Note A>,note,esposito46,0.5,6.0,GeneralNote
2,2,<music21.spanner.Slur <music21.note.Note F><music21.note.Note F>>,slur,esposito1278,1.384615384615385,0.0,Slur
2,2,<music21.spanner.Slur <music21.note.Note F><music21.note.Note E>>,slur,esposito1286,1.5,0.0,Slur
2,3,<music21.spanner.Slur <music21.note.Note A><music21.note.Note G>>,slur,esposito1287,0.5,0.0,Slur
