measure_start,measure_end,object,value,id,quarterlength,offset,type
0,,<music21.note.Note B>,note,tausig1,0.5,0.0,GeneralNote
0,,<music21.articulations.Staccato>,staccato,tausig2,0.0,0.0,Articulation
0,,<music21.note.Rest eighth>,note,tausig3,0.5,0.0,GeneralNote
0,,<music21.dynamics.Dynamic p>,p,tausig1500,,,DynamicPoint
0,,<music21.expressions.TextExpression 'Allegretto'>,Allegretto,tausig1533,0.0,0.0,TextExpression
0,,<music21.tempo.MetronomeMark Quarter=116 (playback only)>,None,tausig1541,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark Quarter=116 (playback only)>,None None,tausig1542,0.0,0.0,MetronomeMark
1,,<music21.note.Note E>,note,tausig4,0.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,tausig5,0.0,0.0,Fingering
1,,<music21.chord.Chord E4 G4 B4>,note,tausig6,1.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 4>,fingering,tausig7,0.0,0.0,Fingering
1,,<music21.note.Note F#>,note,tausig8,0.5,1.0,GeneralNote
1,,<music21.note.Note G>,note,tausig9,0.5,1.5,GeneralNote
1,,<music21.note.Note F#>,note,tausig10,0.5,2.0,GeneralNote
1,,<music21.chord.Chord D#4 F#4 B4>,note,tausig11,1.5,2.0,GeneralNote
1,,<music21.note.Note B>,note,tausig12,0.5,2.5,GeneralNote
1,,<music21.note.Note B>,note,tausig13,0.5,3.0,GeneralNote
1,2,<music21.spanner.Slur <music21.note.Note E><music21.note.Note G>>,slur,tausig1407,3.0,0.0,Slur
1,2,<music21.spanner.Slur <music21.chord.Chord E4 G4 B4><music21.note.Note E>>,slur,tausig1408,3.0,0.0,Slur
2,,<music21.note.Note G>,note,tausig14,1.5,3.5,GeneralNote
2,,<music21.articulations.Fingering 3>,fingering,tausig15,0.0,0.0,Fingering
2,,<music21.note.Note E>,note,tausig16,0.5,3.5,GeneralNote
2,,<music21.note.Note G>,note,tausig17,0.5,4.0,GeneralNote
2,,<music21.note.Note B>,note,tausig18,0.5,4.5,GeneralNote
2,,<music21.note.Note F#>,note,tausig19,1.0,5.0,GeneralNote
2,,<music21.note.Note D>,note,tausig20,0.5,5.0,GeneralNote
2,,<music21.articulations.Fingering 4>,fingering,tausig21,0.0,0.0,Fingering
2,,<music21.note.Note G>,note,tausig22,0.5,5.5,GeneralNote
2,,<music21.note.Note B>,note,tausig23,0.5,6.0,GeneralNote
2,,<music21.note.Note B>,note,tausig24,0.5,6.0,GeneralNote
2,3,<music21.spanner.Slur <music21.note.Note G><music21.note.Note A>>,slur,tausig1409,3.0,0.0,Slur
2,3,<music21.spanner.Slur <music21.note.Note E><music21.chord.Chord C4 E4 A4>>,slur,tausig1410,3.0,0.0,Slur
3,,<music21.note.Note A>,note,tausig25,0.5,6.5,GeneralNote
3,,<music21.articulations.Fingering 3>,fingering,tausig26,0.0,0.0,Fingering
3,,<music21.articulations.Staccato>,staccato,tausig27,0.0,0.0,Articulation
3,,<music21.chord.Chord C4 E4 A4>,note,tausig28,1.5,6.5,GeneralNote
3,,<music21.note.Note C>,note,tausig29,0.25,7.0,GeneralNote
3,,<music21.articulations.Fingering 5>,fingering,tausig30,0.0,0.0,Fingering
3,,<music21.note.Note B>,note,tausig31,0.25,7.25,GeneralNote
3,,<music21.note.Note A>,note,tausig32,0.25,7.5,GeneralNote
3,,<music21.note.Note G>,note,tausig33,0.25,7.75,GeneralNote
3,,<music21.articulations.Fingering 1>,fingering,tausig34,0.0,0.0,Fingering
3,,<music21.note.Note F#>,note,tausig35,0.5,8.0,GeneralNote
3,,<music21.articulations.Fingering 3>,fingering,tausig36,0.0,0.0,Fingering
3,,<music21.articulations.Staccato>,staccato,tausig37,0.0,0.0,Articulation
3,,<music21.chord.Chord A3 E4 F#4 C5>,note,tausig38,0.5,8.0,GeneralNote
3,,<music21.note.Note A>,note,tausig39,0.25,8.5,GeneralNote
3,,<music21.articulations.Fingering 5>,fingering,tausig40,0.0,0.0,Fingering
3,,<music21.note.Rest eighth>,note,tausig41,0.5,8.5,GeneralNote
3,,<music21.note.Note G>,note,tausig42,0.25,8.75,GeneralNote
3,,<music21.note.Note F#>,note,tausig43,0.25,9.0,GeneralNote
3,,<music21.note.Rest eighth>,note,tausig44,0.5,9.0,GeneralNote
3,,<music21.note.Note E>,note,tausig45,0.25,9.25,GeneralNote
3,,<music21.articulations.Fingering 2>,fingering,tausig46,0.0,0.0,Fingering
3,3,<music21.spanner.Slur <music21.note.Note C><music21.note.Note F#>>,slur,tausig1411,1.0,0.0,Slur
3,4,<music21.spanner.Slur <music21.note.Note A><music21.note.Note D#>>,slur,tausig1412,2.5,0.0,Slur
3,3,<music21.spanner.Slur <music21.chord.Chord C4 E4 A4><music21.chord.Chord A3 E4 F#4 C5>>,slur,tausig1413,1.5,0.0,Slur
4,,<music21.note.Note E>,note,tausig47,1.0,9.5,GeneralNote
4,,<music21.articulations.Fingering 3>,fingering,tausig48,0.0,0.0,Fingering
4,,<music21.articulations.Accent>,accent,tausig49,0.0,0.0,Articulation
4,,<music21.note.Note B>,note,tausig50,0.5,9.5,GeneralNote
4,,<music21.articulations.Fingering 5>,fingering,tausig51,0.0,0.0,Fingering
4,,<music21.note.Note F#>,note,tausig52,0.5,10.0,GeneralNote
4,,<music21.articulations.Fingering 2>,fingering,tausig53,0.0,0.0,Fingering
4,,<music21.note.Note D#>,note,tausig54,0.5,10.5,GeneralNote
4,,<music21.note.Note B>,note,tausig55,0.5,10.5,GeneralNote
4,,<music21.articulations.Fingering 1>,fingering,tausig56,0.0,0.0,Fingering
4,,<music21.note.Note D#>,note,tausig57,1.0,11.0,GeneralNote
4,,<music21.note.Note B>,note,tausig58,0.25,11.0,GeneralNote
4,,<music21.articulations.Fingering 2>,fingering,tausig59,0.0,0.0,Fingering
4,,<music21.note.Note A>,note,tausig60,0.25,11.25,GeneralNote
4,,<music21.articulations.Fingering 1>,fingering,tausig61,0.0,0.0,Fingering
4,,<music21.note.Note G>,note,tausig62,0.25,11.5,GeneralNote
4,,<music21.articulations.Fingering 2>,fingering,tausig63,0.0,0.0,Fingering
4,,<music21.note.Note F#>,note,tausig64,0.25,11.75,GeneralNote
4,,<music21.articulations.Fingering 3>,fingering,tausig65,0.0,0.0,Fingering
4,,<music21.note.Note B>,note,tausig66,0.5,12.0,GeneralNote
4,,<music21.chord.Chord E4 G4>,note,tausig67,0.5,12.0,GeneralNote
4,,<music21.articulations.Fingering 4>,fingering,tausig68,0.0,0.0,Fingering
4,,<music21.articulations.Staccato>,staccato,tausig69,0.0,0.0,Articulation
4,,<music21.articulations.Fingering 2>,fingering,tausig70,0.0,0.0,Fingering
4,8,<music21.spanner.Slur <music21.note.Note B><music21.note.Note D>>,slur,tausig1414,9.5,0.0,Slur
4,4,<music21.spanner.Slur <music21.note.Note B><music21.note.Note B>>,slur,tausig1415,1.0,0.0,Slur
4,4,<music21.spanner.Slur <music21.note.Note B><music21.chord.Chord E4 G4>>,slur,tausig1416,1.0,0.0,Slur
4,4,<music21.dynamics.Crescendo <music21.note.Note E><music21.note.Note B>>,diminuendo,tausig1508,,,DynamicRegion
4,,<music21.expressions.TextExpression 'ten.'>,ten.,tausig1534,0.0,10.5,TextExpression
5,,<music21.note.Note D>,note,tausig71,0.5,12.5,GeneralNote
5,,<music21.articulations.Fingering 2>,fingering,tausig72,0.0,0.0,Fingering
5,,<music21.note.Note B>,note,tausig73,0.5,12.5,GeneralNote
5,,<music21.articulations.Fingering 1>,fingering,tausig74,0.0,0.0,Fingering
5,,<music21.note.Note C>,note,tausig75,0.5,13.0,GeneralNote
5,,<music21.note.Note A>,note,tausig76,0.5,13.0,GeneralNote
5,,<music21.note.Note A>,note,tausig77,0.5,13.5,GeneralNote
5,,<music21.note.Note D#>,note,tausig78,0.5,13.5,GeneralNote
5,,<music21.articulations.Fingering 5>,fingering,tausig79,0.0,0.0,Fingering
5,,<music21.note.Note C>,note,tausig80,0.5,14.0,GeneralNote
5,,<music21.articulations.Fingering 2>,fingering,tausig81,0.0,0.0,Fingering
5,,<music21.note.Note A>,note,tausig82,0.5,14.0,GeneralNote
5,,<music21.articulations.Fingering 1>,fingering,tausig83,0.0,0.0,Fingering
5,,<music21.note.Note B>,note,tausig84,0.5,14.5,GeneralNote
5,,<music21.note.Note G>,note,tausig85,0.5,14.5,GeneralNote
5,,<music21.note.Note G>,note,tausig86,0.5,15.0,GeneralNote
5,,<music21.note.Note E>,note,tausig87,0.5,15.0,GeneralNote
5,,<music21.articulations.Fingering 4>,fingering,tausig88,0.0,0.0,Fingering
5,8,<music21.spanner.Slur <music21.note.Note B><music21.note.Note B>>,slur,tausig1417,9.0,0.0,Slur
5,,<music21.dynamics.Dynamic p>,p,tausig1501,,,DynamicPoint
5,,<music21.expressions.TextExpression 'tranquillo'>,tranquillo,tausig1535,0.0,12.5,TextExpression
6,,<music21.note.Note B>,note,tausig89,0.5,15.5,GeneralNote
6,,<music21.articulations.Fingering 2>,fingering,tausig90,0.0,0.0,Fingering
6,,<music21.note.Note G>,note,tausig91,0.5,15.5,GeneralNote
6,,<music21.articulations.Fingering 1>,fingering,tausig92,0.0,0.0,Fingering
6,,<music21.note.Note A>,note,tausig93,0.5,16.0,GeneralNote
6,,<music21.note.Note F#>,note,tausig94,0.5,16.0,GeneralNote
6,,<music21.note.Note F#>,note,tausig95,0.5,16.5,GeneralNote
6,,<music21.note.Note B>,note,tausig96,0.5,16.5,GeneralNote
6,,<music21.note.Note A>,note,tausig97,0.5,17.0,GeneralNote
6,,<music21.articulations.Fingering 2>,fingering,tausig98,0.0,0.0,Fingering
6,,<music21.note.Note F#>,note,tausig99,0.5,17.0,GeneralNote
6,,<music21.articulations.Fingering 1>,fingering,tausig100,0.0,0.0,Fingering
6,,<music21.note.Note G>,note,tausig101,0.5,17.5,GeneralNote
6,,<music21.note.Note E>,note,tausig102,0.5,17.5,GeneralNote
6,,<music21.note.Note E>,note,tausig103,0.5,18.0,GeneralNote
6,,<music21.note.Note C>,note,tausig104,0.5,18.0,GeneralNote
6,,<music21.articulations.Fingering 4>,fingering,tausig105,0.0,0.0,Fingering
7,,<music21.note.Note G>,note,tausig106,0.5,18.5,GeneralNote
7,,<music21.articulations.Fingering 2>,fingering,tausig107,0.0,0.0,Fingering
7,,<music21.note.Note E>,note,tausig108,0.5,18.5,GeneralNote
7,,<music21.articulations.Fingering 1>,fingering,tausig109,0.0,0.0,Fingering
7,,<music21.note.Note F#>,note,tausig110,0.5,19.0,GeneralNote
7,,<music21.note.Note D>,note,tausig111,0.5,19.0,GeneralNote
7,,<music21.note.Note D>,note,tausig112,0.5,19.5,GeneralNote
7,,<music21.note.Note G>,note,tausig113,0.5,19.5,GeneralNote
7,,<music21.note.Note F#>,note,tausig114,0.5,20.0,GeneralNote
7,,<music21.articulations.Fingering 2>,fingering,tausig115,0.0,0.0,Fingering
7,,<music21.note.Note D>,note,tausig116,0.5,20.0,GeneralNote
7,,<music21.articulations.Fingering 1>,fingering,tausig117,0.0,0.0,Fingering
7,,<music21.note.Note E>,note,tausig118,0.5,20.5,GeneralNote
7,,<music21.note.Note C>,note,tausig119,0.5,20.5,GeneralNote
7,,<music21.note.Note C>,note,tausig120,0.5,21.0,GeneralNote
7,,<music21.note.Note A>,note,tausig121,0.5,21.0,GeneralNote
7,,<music21.articulations.Fingering 4>,fingering,tausig122,0.0,0.0,Fingering
8,,<music21.note.Note D>,note,tausig123,0.5,21.5,GeneralNote
8,,<music21.articulations.Fingering 1>,fingering,tausig124,0.0,0.0,Fingering
8,,<music21.articulations.Staccato>,staccato,tausig125,0.0,0.0,Articulation
8,,<music21.note.Note B>,note,tausig126,0.5,21.5,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig127,0.0,0.0,Articulation
8,,<music21.note.Note E>,note,tausig128,0.25,22.0,GeneralNote
8,,<music21.note.Note C>,note,tausig129,0.25,22.0,GeneralNote
8,,<music21.note.Note F#>,note,tausig130,0.25,22.25,GeneralNote
8,,<music21.note.Note D>,note,tausig131,0.25,22.25,GeneralNote
8,,<music21.note.Note G>,note,tausig132,0.25,22.5,GeneralNote
8,,<music21.articulations.Fingering 1>,fingering,tausig133,0.0,0.0,Fingering
8,,<music21.note.Note E>,note,tausig134,0.25,22.5,GeneralNote
8,,<music21.articulations.Fingering 3>,fingering,tausig135,0.0,0.0,Fingering
8,,<music21.note.Note A>,note,tausig136,0.25,22.75,GeneralNote
8,,<music21.note.Note F#>,note,tausig137,0.25,22.75,GeneralNote
8,,<music21.note.Note B>,note,tausig138,0.5,23.0,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig139,0.0,0.0,Articulation
8,,<music21.note.Note G>,note,tausig140,0.5,23.0,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig141,0.0,0.0,Articulation
8,,<music21.note.Note A>,note,tausig142,0.5,23.5,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig143,0.0,0.0,Articulation
8,,<music21.note.Note F#>,note,tausig144,0.5,23.5,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig145,0.0,0.0,Articulation
8,,<music21.note.Note G>,note,tausig146,0.5,24.0,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig147,0.0,0.0,Articulation
8,,<music21.note.Note E>,note,tausig148,0.5,24.0,GeneralNote
8,,<music21.articulations.Staccato>,staccato,tausig149,0.0,0.0,Articulation
8,8,<music21.spanner.Slur <music21.note.Note E><music21.note.Note B>>,slur,tausig1418,1.0,0.0,Slur
8,8,<music21.spanner.Slur <music21.note.Note C><music21.note.Note G>>,slur,tausig1419,1.0,0.0,Slur
9,,<music21.note.Note F#>,note,tausig150,0.25,24.5,GeneralNote
9,,<music21.articulations.Fingering 2>,fingering,tausig151,0.0,0.0,Fingering
9,,<music21.note.Note D>,note,tausig152,0.25,24.5,GeneralNote
9,,<music21.articulations.Fingering 5>,fingering,tausig153,0.0,0.0,Fingering
9,,<music21.note.Note G>,note,tausig154,0.25,24.75,GeneralNote
9,,<music21.articulations.Fingering 3>,fingering,tausig155,0.0,0.0,Fingering
9,,<music21.note.Note E>,note,tausig156,0.25,24.75,GeneralNote
9,,<music21.note.Note A>,note,tausig157,0.25,25.0,GeneralNote
9,,<music21.articulations.Fingering 1>,fingering,tausig158,0.0,0.0,Fingering
9,,<music21.note.Note F#>,note,tausig159,0.25,25.0,GeneralNote
9,,<music21.note.Note B>,note,tausig160,0.25,25.25,GeneralNote
9,,<music21.note.Note G>,note,tausig161,0.25,25.25,GeneralNote
9,,<music21.note.Note C>,note,tausig162,0.25,25.5,GeneralNote
9,,<music21.note.Note A>,note,tausig163,0.25,25.5,GeneralNote
9,,<music21.note.Note D>,note,tausig164,0.25,25.75,GeneralNote
9,,<music21.note.Note B>,note,tausig165,0.25,25.75,GeneralNote
9,,<music21.articulations.Fingering 3>,fingering,tausig166,0.0,0.0,Fingering
9,,<music21.note.Note E>,note,tausig167,0.5,26.0,GeneralNote
9,,<music21.articulations.Staccato>,staccato,tausig168,0.0,0.0,Articulation
9,,<music21.note.Note C>,note,tausig169,0.5,26.0,GeneralNote
9,,<music21.articulations.Staccato>,staccato,tausig170,0.0,0.0,Articulation
9,,<music21.note.Note D>,note,tausig171,0.5,26.5,GeneralNote
9,,<music21.articulations.Fingering 4>,fingering,tausig172,0.0,0.0,Fingering
9,,<music21.articulations.Staccato>,staccato,tausig173,0.0,0.0,Articulation
9,,<music21.note.Note B>,note,tausig174,0.5,26.5,GeneralNote
9,,<music21.articulations.Staccato>,staccato,tausig175,0.0,0.0,Articulation
9,,<music21.note.Note C>,note,tausig176,0.5,27.0,GeneralNote
9,,<music21.articulations.Staccato>,staccato,tausig177,0.0,0.0,Articulation
9,,<music21.note.Note A>,note,tausig178,0.5,27.0,GeneralNote
9,,<music21.articulations.Staccato>,staccato,tausig179,0.0,0.0,Articulation
9,9,<music21.spanner.Slur <music21.note.Note F#><music21.note.Note E>>,slur,tausig1420,1.5,0.0,Slur
9,9,<music21.spanner.Slur <music21.note.Note D><music21.note.Note C>>,slur,tausig1421,1.5,0.0,Slur
10,,<music21.note.Note B>,note,tausig180,0.5,27.5,GeneralNote
10,,<music21.articulations.Staccato>,staccato,tausig181,0.0,0.0,Articulation
10,,<music21.note.Note G>,note,tausig182,0.5,27.5,GeneralNote
10,,<music21.articulations.Fingering 5>,fingering,tausig183,0.0,0.0,Fingering
10,,<music21.articulations.Staccato>,staccato,tausig184,0.0,0.0,Articulation
10,,<music21.note.Note C>,note,tausig185,0.25,28.0,GeneralNote
10,,<music21.articulations.Fingering 1>,fingering,tausig186,0.0,0.0,Fingering
10,,<music21.note.Note A>,note,tausig187,0.25,28.0,GeneralNote
10,,<music21.note.Note D>,note,tausig188,0.25,28.25,GeneralNote
10,,<music21.note.Note B>,note,tausig189,0.25,28.25,GeneralNote
10,,<music21.note.Note E>,note,tausig190,0.25,28.5,GeneralNote
10,,<music21.note.Note C>,note,tausig191,0.25,28.5,GeneralNote
10,,<music21.note.Note F#>,note,tausig192,0.25,28.75,GeneralNote
10,,<music21.note.Note D>,note,tausig193,0.25,28.75,GeneralNote
10,,<music21.note.Note G>,note,tausig194,0.5,29.0,GeneralNote
10,,<music21.articulations.Staccato>,staccato,tausig195,0.0,0.0,Articulation
10,,<music21.note.Note E>,note,tausig196,0.5,29.0,GeneralNote
10,,<music21.articulations.Fingering 2>,fingering,tausig197,0.0,0.0,Fingering
10,,<music21.articulations.Staccato>,staccato,tausig198,0.0,0.0,Articulation
10,,<music21.note.Note F#>,note,tausig199,0.5,29.5,GeneralNote
10,,<music21.articulations.Fingering 3>,fingering,tausig200,0.0,0.0,Fingering
10,,<music21.articulations.Staccato>,staccato,tausig201,0.0,0.0,Articulation
10,,<music21.note.Note D>,note,tausig202,0.5,29.5,GeneralNote
10,,<music21.articulations.Fingering 1>,fingering,tausig203,0.0,0.0,Fingering
10,,<music21.articulations.Staccato>,staccato,tausig204,0.0,0.0,Articulation
10,,<music21.note.Note E>,note,tausig205,0.5,30.0,GeneralNote
10,,<music21.articulations.Staccato>,staccato,tausig206,0.0,0.0,Articulation
10,,<music21.note.Note C>,note,tausig207,0.5,30.0,GeneralNote
10,,<music21.articulations.Fingering 3>,fingering,tausig208,0.0,0.0,Fingering
10,,<music21.articulations.Staccato>,staccato,tausig209,0.0,0.0,Articulation
10,10,<music21.spanner.Slur <music21.note.Note C><music21.note.Note G>>,slur,tausig1422,1.0,0.0,Slur
10,10,<music21.spanner.Slur <music21.note.Note A><music21.note.Note E>>,slur,tausig1423,1.0,0.0,Slur
11,,<music21.note.Note D>,note,tausig210,0.25,30.5,GeneralNote
11,,<music21.articulations.Fingering 1>,fingering,tausig211,0.0,0.0,Fingering
11,,<music21.note.Note B>,note,tausig212,0.25,30.5,GeneralNote
11,,<music21.articulations.Fingering 4>,fingering,tausig213,0.0,0.0,Fingering
11,,<music21.note.Note E>,note,tausig214,0.25,30.75,GeneralNote
