measure_start,measure_end,object,value,id,quarterlength,offset,type
0,,<music21.note.Note A>,note,dunhill1,0.5,0.0,GeneralNote
0,,<music21.articulations.Fingering 1>,fingering,dunhill2,0.0,0.0,Fingering
0,,<music21.articulations.Staccato>,staccato,dunhill3,0.0,0.0,Articulation
0,,<music21.note.Rest eighth>,note,dunhill4,0.5,0.0,GeneralNote
0,,<music21.dynamics.Dynamic p>,p,dunhill1232,,,DynamicPoint
0,,<music21.expressions.TextExpression 'Allegro'>,Allegro,dunhill1259,0.0,0.0,TextExpression
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None,dunhill1268,0.0,0.0,TempoIndication
0,,<music21.tempo.MetronomeMark Quarter=144 (playback only)>,None None,dunhill1269,0.0,0.0,MetronomeMark
1,,<music21.note.Note D>,note,dunhill5,0.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 2>,fingering,dunhill6,0.0,0.0,Fingering
1,,<music21.chord.Chord D4 F4>,note,dunhill7,1.5,0.5,GeneralNote
1,,<music21.articulations.Fingering 3>,fingering,dunhill8,0.0,0.0,Fingering
1,,<music21.articulations.Fingering 1>,fingering,dunhill9,0.0,0.0,Fingering
1,,<music21.note.Note E>,note,dunhill10,0.5,1.0,GeneralNote
1,,<music21.note.Note F>,note,dunhill11,0.5,1.5,GeneralNote
1,,<music21.note.Note E>,note,dunhill12,0.5,2.0,GeneralNote
1,,<music21.chord.Chord C#4 E4>,note,dunhill13,1.5,2.0,GeneralNote
1,,<music21.articulations.Fingering 4>,fingering,dunhill14,0.0,0.0,Fingering
1,,<music21.articulations.Fingering 2>,fingering,dunhill15,0.0,0.0,Fingering
1,,<music21.note.Note A>,note,dunhill16,0.5,2.5,GeneralNote
1,,<music21.note.Note A>,note,dunhill17,0.5,3.0,GeneralNote
1,1,<music21.spanner.Slur <music21.note.Note D><music21.note.Note A>>,slur,dunhill1142,2.5,0.0,Slur
2,,<music21.note.Note F>,note,dunhill18,1.5,3.5,GeneralNote
2,,<music21.articulations.Fingering 2>,fingering,dunhill19,0.0,0.0,Fingering
2,,<music21.note.Note D>,note,dunhill20,0.5,3.5,GeneralNote
2,,<music21.articulations.Fingering 3>,fingering,dunhill21,0.0,0.0,Fingering
2,,<music21.note.Note F>,note,dunhill22,0.5,4.0,GeneralNote
2,,<music21.articulations.Fingering 2>,fingering,dunhill23,0.0,0.0,Fingering
2,,<music21.note.Note A>,note,dunhill24,0.5,4.5,GeneralNote
2,,<music21.articulations.Fingering 1>,fingering,dunhill25,0.0,0.0,Fingering
2,,<music21.note.Note F>,note,dunhill26,1.0,5.0,GeneralNote
2,,<music21.note.Note C>,note,dunhill27,0.5,5.0,GeneralNote
2,,<music21.articulations.Fingering 4>,fingering,dunhill28,0.0,0.0,Fingering
2,,<music21.note.Note F>,note,dunhill29,0.5,5.5,GeneralNote
2,,<music21.note.Note A>,note,dunhill30,0.5,6.0,GeneralNote
2,,<music21.articulations.Fingering 3>,fingering,dunhill31,0.0,0.0,Fingering
2,,<music21.articulations.Staccato>,staccato,dunhill32,0.0,0.0,Articulation
2,,<music21.note.Note A>,note,dunhill33,0.5,6.0,GeneralNote
2,2,<music21.spanner.Slur <music21.note.Note F><music21.note.Note F>>,slur,dunhill1143,1.5,0.0,Slur
2,3,<music21.spanner.Slur <music21.note.Note D><music21.chord.Chord B-3 D4>>,slur,dunhill1144,3.0,0.0,Slur
3,,<music21.note.Note G>,note,dunhill34,0.5,6.5,GeneralNote
3,,<music21.articulations.Fingering 2>,fingering,dunhill35,0.0,0.0,Fingering
3,,<music21.chord.Chord B-3 D4>,note,dunhill36,1.5,6.5,GeneralNote
3,,<music21.articulations.Fingering 5>,fingering,dunhill37,0.0,0.0,Fingering
3,,<music21.articulations.Fingering 3>,fingering,dunhill38,0.0,0.0,Fingering
3,,<music21.note.Note B->,note,dunhill39,0.25,7.0,GeneralNote
