measure_start,measure_end,object,value,id,quarterlength,offset,type
1,,<music21.note.Note B->,note,N1,2.0,0.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N2,2.0,0.0,GeneralNote
1,,<music21.articulations.Tenuto>,tenuto,N3,0.0,0.0,Articulation
1,,<music21.note.Rest dotted-whole>,note,N4,6.0,0.0,GeneralNote
1,,<music21.note.Rest dotted-whole>,note,N5,6.0,0.0,GeneralNote
1,,<music21.note.Rest quarter>,note,N6,1.0,2.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N7,2.0,2.0,GeneralNote
1,,<music21.articulations.Tenuto>,tenuto,N8,0.0,0.0,Articulation
1,,<music21.note.Rest eighth>,note,N9,0.5,3.0,GeneralNote
1,,<music21.note.Note B->,note,N10,0.5,3.5,GeneralNote
1,,<music21.note.Note E->,note,N11,1.5,4.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N12,2.0,4.0,GeneralNote
1,,<music21.articulations.Tenuto>,tenuto,N13,0.0,0.0,Articulation
1,,<music21.note.Note G->,note,N14,0.5,5.5,GeneralNote
1,1,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note G->>,slur,N892,2.0,0.0,Slur
1,,<music21.expressions.TextExpression 'Lento'>,Lento,N981,0.0,0.0,TextExpression
1,,"<music21.expressions.TextExpression 'weich, zart'>","weich, zart",N982,0.0,0.0,TextExpression
1,,<music21.expressions.TextExpression 'dolcissimo...'>,"dolcissimo, una corda",N983,0.0,0.0,TextExpression
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None,N1020,0.0,0.0,TempoIndication
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None None,N1021,0.0,0.0,MetronomeMark
2,,<music21.note.Note C->,note,N15,2.0,6.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,N16,0.0,0.0,Articulation
2,,<music21.chord.Chord E-4 A-4>,note,N17,2.0,6.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,N18,0.0,0.0,Articulation
2,,<music21.note.Rest dotted-whole>,note,N19,6.0,6.0,GeneralNote
2,,<music21.note.Rest dotted-whole>,note,N20,6.0,6.0,GeneralNote
2,,<music21.note.Rest quarter>,note,N21,1.0,8.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4 C-5>,note,N22,2.0,8.0,GeneralNote
2,,<music21.articulations.Tenuto>,tenuto,N23,0.0,0.0,Articulation
2,,<music21.note.Rest eighth>,note,N24,0.5,9.0,GeneralNote
